Time [z = 50.000 mm: Temperature] ((min)),Temperature [z = 50.000 mm: Temperature] ((C)),Time [z = 49.990 mm: Temperature 1] ((min)),Temperature [z = 49.990 mm: Temperature 1] ((C)),Time [z = 49.521 mm: Temperature 2] ((min)),Temperature [z = 49.521 mm: Temperature 2] ((C)),Time [z = 48.125 mm: Temperature 3] ((min)),Temperature [z = 48.125 mm: Temperature 3] ((C)),Time [z = 46.250 mm: Temperature 4] ((min)),Temperature [z = 46.250 mm: Temperature 4] ((C)),Time [z = 44.375 mm: Temperature 5] ((min)),Temperature [z = 44.375 mm: Temperature 5] ((C)),Time [z = 42.500 mm: Temperature 6] ((min)),Temperature [z = 42.500 mm: Temperature 6] ((C)),Time [z = 40.625 mm: Temperature 7] ((min)),Temperature [z = 40.625 mm: Temperature 7] ((C)),Time [z = 38.750 mm: Temperature 8] ((min)),Temperature [z = 38.750 mm: Temperature 8] ((C)),Time [z = 36.875 mm: Temperature 9] ((min)),Temperature [z = 36.875 mm: Temperature 9] ((C)),Time [z = 35.000 mm: Temperature 10] ((min)),Temperature [z = 35.000 mm: Temperature 10] ((C)),Time [z = 33.125 mm: Temperature 11] ((min)),Temperature [z = 33.125 mm: Temperature 11] ((C)),Time [z = 31.250 mm: Temperature 12] ((min)),Temperature [z = 31.250 mm: Temperature 12] ((C)),Time [z = 29.375 mm: Temperature 13] ((min)),Temperature [z = 29.375 mm: Temperature 13] ((C)),Time [z = 27.500 mm: Temperature 14] ((min)),Temperature [z = 27.500 mm: Temperature 14] ((C)),Time [z = 25.625 mm: Temperature 15] ((min)),Temperature [z = 25.625 mm: Temperature 15] ((C)),Time [z = 23.750 mm: Temperature 16] ((min)),Temperature [z = 23.750 mm: Temperature 16] ((C)),Time [z = 21.875 mm: Temperature 17] ((min)),Temperature [z = 21.875 mm: Temperature 17] ((C)),Time [z = 20.479 mm: Temperature 18] ((min)),Temperature [z = 20.479 mm: Temperature 18] ((C)),Time [z = 20.010 mm: Temperature 19] ((min)),Temperature [z = 20.010 mm: Temperature 19] ((C)),Time [z = 19.990 mm: Temperature 20] ((min)),Temperature [z = 19.990 mm: Temperature 20] ((C)),Time [z = 19.573 mm: Temperature 21] ((min)),Temperature [z = 19.573 mm: Temperature 21] ((C)),Time [z = 18.333 mm: Temperature 22] ((min)),Temperature [z = 18.333 mm: Temperature 22] ((C)),Time [z = 16.667 mm: Temperature 23] ((min)),Temperature [z = 16.667 mm: Temperature 23] ((C)),Time [z = 15.000 mm: Temperature 24] ((min)),Temperature [z = 15.000 mm: Temperature 24] ((C)),Time [z = 13.333 mm: Temperature 25] ((min)),Temperature [z = 13.333 mm: Temperature 25] ((C)),Time [z = 11.667 mm: Temperature 26] ((min)),Temperature [z = 11.667 mm: Temperature 26] ((C)),Time [z = 10.000 mm: Temperature 27] ((min)),Temperature [z = 10.000 mm: Temperature 27] ((C)),Time [z = 8.333 mm: Temperature 28] ((min)),Temperature [z = 8.333 mm: Temperature 28] ((C)),Time [z = 6.667 mm: Temperature 29] ((min)),Temperature [z = 6.667 mm: Temperature 29] ((C)),Time [z = 5.000 mm: Temperature 30] ((min)),Temperature [z = 5.000 mm: Temperature 30] ((C)),Time [z = 3.333 mm: Temperature 31] ((min)),Temperature [z = 3.333 mm: Temperature 31] ((C)),Time [z = 1.667 mm: Temperature 32] ((min)),Temperature [z = 1.667 mm: Temperature 32] ((C)),Time [z = 0.427 mm: Temperature 33] ((min)),Temperature [z = 0.427 mm: Temperature 33] ((C)),Time [z = 0.010 mm: Temperature 34] ((min)),Temperature [z = 0.010 mm: Temperature 34] ((C)),Time [z = 0.000 mm: Temperature 35] ((min)),Temperature [z = 0.000 mm: Temperature 35] ((C))
58.8338763,180,58.8338763,180.035323,58.8338763,181.657003,58.8338763,186.245147,58.8338763,191.895139,58.8338763,196.854598,58.8338763,201.071365,58.8338763,204.489219,58.8338763,207.05355,58.8338763,208.717198,58.8338763,209.4457,58.8338763,209.221227,58.8338763,208.044653,58.8338763,205.935428,58.8338763,202.929215,58.8338763,199.073546,58.8338763,194.42213,58.8338763,189.028646,58.8338763,184.603425,58.8338763,183.030624,58.8338763,182.994607,58.8338763,182.924724,58.8338763,182.719521,58.8338763,182.449167,58.8338763,182.185352,58.8338763,181.927456,58.8338763,181.67485,58.8338763,181.426892,58.8338763,181.182934,58.8338763,180.94232,58.8338763,180.704387,58.8338763,180.46847,58.8338763,180.233898,58.8338763,180.059839,58.8338763,180.001402,58.8338763,180
59.0450231,180,59.0450231,180.036247,59.0450231,181.701609,59.0450231,186.42114,59.0450231,192.247101,59.0450231,197.376076,59.0450231,201.748518,59.0450231,205.300981,59.0450231,207.972253,59.0450231,209.709647,59.0450231,210.474621,59.0450231,210.247001,59.0450231,209.027255,59.0450231,206.836507,59.0450231,203.714186,59.0450231,199.713529,59.0450231,194.895505,59.0450231,189.322045,59.0450231,184.759091,59.0450231,183.13986,59.0450231,183.102806,59.0450231,183.030888,59.0450231,182.819539,59.0450231,182.540757,59.0450231,182.268316,59.0450231,182.00162,59.0450231,181.740062,59.0450231,181.483022,59.0450231,181.229872,59.0450231,180.979976,59.0450231,180.73269,59.0450231,180.487368,59.0450231,180.243356,59.0450231,180.062261,59.0450231,180.001459,59.0450231,180
59.3004456,180,59.3004456,180.037298,59.3004456,181.752376,59.3004456,186.621669,59.3004456,192.648122,59.3004456,197.969525,59.3004456,202.517635,59.3004456,206.220943,59.3004456,209.011245,59.3004456,210.830281,59.3004456,211.635529,59.3004456,211.404525,59.3004456,210.137242,59.3004456,207.856263,59.3004456,204.604622,59.3004456,200.441377,59.3004456,195.43535,59.3004456,189.657888,59.3004456,184.938593,59.3004456,183.266695,59.3004456,183.228466,59.3004456,183.154237,59.3004456,182.935888,59.3004456,182.647457,59.3004456,182.365089,59.3004456,182.088222,59.3004456,181.81628,59.3004456,181.548677,59.3004456,181.284811,59.3004456,181.024074,59.3004456,180.76585,59.3004456,180.509514,59.3004456,180.254441,59.3004456,180.0651,59.3004456,180.001526,59.3004456,180
59.5358448,180,59.5358448,180.038199,59.5358448,181.795923,59.5358448,186.793649,59.5358448,192.991673,59.5358448,198.476926,59.5358448,203.173569,59.5358448,207.003391,59.5358448,209.892737,59.5358448,211.779263,59.5358448,212.617681,59.5358448,212.383938,59.5358448,211.077563,59.5358448,208.721992,59.5358448,205.3627,59.5358448,201.063059,59.5358448,195.898153,59.5358448,189.947268,59.5358448,185.094653,59.5358448,183.377796,59.5358448,183.338565,59.5358448,183.262361,59.5358448,183.038004,59.5358448,182.741252,59.5358448,182.450276,59.5358448,182.16455,59.5358448,181.88353,59.5358448,181.60666,59.5358448,181.333368,59.5358448,181.063075,59.5358448,180.79519,59.5358448,180.529117,59.5358448,180.264255,59.5358448,180.067614,59.5358448,180.001585,59.5358448,180
59.7665666,180,59.7665666,180.039012,59.7665666,181.835223,59.7665666,186.94887,59.7665666,193.301497,59.7665666,198.933611,59.7665666,203.762313,59.7665666,207.703573,59.7665666,210.679362,59.7665666,212.624353,59.7665666,213.491385,59.7665666,213.25534,59.7665666,211.915335,59.7665666,209.495189,59.7665666,206.041934,59.7665666,201.622152,59.7665666,196.316091,59.7665666,190.210117,59.7665666,185.237916,59.7665666,183.480693,59.7665666,183.440561,59.7665666,183.362578,59.7665666,183.132794,59.7665666,182.828481,59.7665666,182.529631,59.7665666,182.235754,59.7665666,181.946343,59.7665666,181.660874,59.7665666,181.378808,59.7665666,181.099596,59.7665666,180.82268,59.7665666,180.54749,59.7665666,180.273456,59.7665666,180.069971,59.7665666,180.00164,59.7665666,180
60.0027133,180,60.0027133,180.039766,60.0027133,181.871716,60.0027133,187.093092,60.0027133,193.589099,60.0027133,199.356573,60.0027133,204.305906,60.0027133,208.347904,60.0027133,211.401035,60.0027133,213.397887,60.0027133,214.290177,60.0027133,214.052151,60.0027133,212.682548,60.0027133,210.205172,60.0027133,206.667888,60.0027133,202.139575,60.0027133,196.704767,60.0027133,190.456242,60.0027133,185.373714,60.0027133,183.579232,60.0027133,183.53827,60.0027133,183.458643,60.0027133,183.22381,60.0027133,182.91241,60.0027133,182.606122,60.0027133,182.304498,60.0027133,182.007069,60.0027133,181.713349,60.0027133,181.422834,60.0027133,181.13501,60.0027133,180.849352,60.0027133,180.565325,60.0027133,180.282389,60.0027133,180.07226,60.0027133,180.001693,60.0027133,180
60.2886101,180,60.2886101,180.040567,60.2886101,181.910497,60.2886101,187.246378,60.2886101,193.894455,60.2886101,199.804432,60.2886101,204.879292,60.2886101,209.02468,60.2886101,212.156095,60.2886101,214.204836,60.2886101,215.122231,60.2886101,214.882325,60.2886101,213.483457,60.2886101,210.948954,60.2886101,207.326748,60.2886101,202.687245,60.2886101,197.118839,60.2886101,190.720951,60.2886101,185.522287,60.2886101,183.688513,60.2886101,183.646674,60.2886101,183.565306,60.2886101,183.325092,60.2886101,183.006068,60.2886101,182.691692,60.2886101,182.381568,60.2886101,182.075277,60.2886101,181.772381,60.2886101,181.472426,60.2886101,181.174943,60.2886101,180.879453,60.2886101,180.585464,60.2886101,180.29248,60.2886101,180.074846,60.2886101,180.001754,60.2886101,180
60.5013601,180,60.5013601,180.041075,60.5013601,181.935181,60.5013601,187.344265,60.5013601,194.089477,60.5013601,200.089691,60.5013601,205.24293,60.5013601,209.451796,60.5013601,212.630456,60.5013601,214.710059,60.5013601,215.642268,60.5013601,215.401338,60.5013601,213.985357,60.5013601,211.417025,60.5013601,207.743726,60.5013601,203.03617,60.5013601,197.384685,60.5013601,190.892803,60.5013601,185.620763,60.5013601,183.762209,60.5013601,183.719819,60.5013601,183.637351,60.5013601,183.393693,60.5013601,183.069716,60.5013601,182.75001,60.5013601,182.43422,60.5013601,182.121971,60.5013601,181.812865,60.5013601,181.506485,60.5013601,181.202401,60.5013601,180.900168,60.5013601,180.599332,60.5013601,180.299431,60.5013601,180.076627,60.5013601,180.001796,60.5013601,180
60.7541818,180,60.7541818,180.041584,60.7541818,181.959943,60.7541818,187.442445,60.7541818,194.284846,60.7541818,200.374624,60.7541818,205.604598,60.7541818,209.874546,60.7541818,213.097851,60.7541818,215.20616,60.7541818,216.152035,60.7541818,215.910265,60.7541818,214.478711,60.7541818,211.87914,60.7541818,208.157843,60.7541818,203.385188,60.7541818,197.652935,60.7541818,191.068576,60.7541818,185.723883,60.7541818,183.840711,60.7541818,183.797772,60.7541818,183.714202,60.7541818,183.467068,60.7541818,183.138027,60.7541818,182.81279,60.7541818,182.491053,60.7541818,182.17249,60.7541818,181.856751,60.7541818,181.543467,60.7541818,181.232253,60.7541818,180.922712,60.7541818,180.614435,60.7541818,180.307005,60.7541818,180.078569,60.7541818,180.001841,60.7541818,180
60.9679036,180,60.9679036,180.041926,60.9679036,181.976688,60.9679036,187.509273,60.9679036,194.418041,60.9679036,200.568291,60.9679036,205.849026,60.9679036,210.158332,60.9679036,213.409593,60.9679036,215.535431,60.9679036,216.489549,60.9679036,216.247409,60.9679036,214.806734,60.9679036,212.188372,60.9679036,208.437346,60.9679036,203.623159,60.9679036,197.838037,60.9679036,191.192052,60.9679036,185.798718,60.9679036,183.899135,60.9679036,183.855833,60.9679036,183.771525,60.9679036,183.522011,60.9679036,183.189414,60.9679036,182.860199,60.9679036,182.534113,60.9679036,182.210872,60.9679036,181.89017,60.9679036,181.571682,60.9679036,181.255064,60.9679036,180.939959,60.9679036,180.625999,60.9679036,180.312807,60.9679036,180.080056,60.9679036,180.001876,60.9679036,180
61.2213003,180,61.2213003,180.042233,61.2213003,181.991786,61.2213003,187.569703,61.2213003,194.538504,61.2213003,200.742786,61.2213003,206.067748,61.2213003,210.410165,61.2213003,213.684009,61.2213003,215.823477,61.2213003,216.783901,61.2213003,216.541698,61.2213003,215.094492,61.2213003,212.461997,61.2213003,208.687513,61.2213003,203.839082,61.2213003,198.008803,61.2213003,191.308957,61.2213003,185.872684,61.2213003,183.958563,61.2213003,183.914937,61.2213003,183.829968,61.2213003,183.578267,61.2213003,183.242308,61.2213003,182.909228,61.2213003,182.578824,61.2213003,182.250863,61.2213003,181.925092,61.2213003,181.601236,61.2213003,181.279003,61.2213003,180.958086,61.2213003,180.638166,61.2213003,180.318915,61.2213003,180.081623,61.2213003,180.001913,61.2213003,180
61.4767228,180,61.4767228,180.042428,61.4767228,182.001544,61.4767228,187.609515,61.4767228,194.618415,61.4767228,200.85791,61.4767228,206.210139,61.4767228,210.571314,61.4767228,213.856605,61.4767228,216.002205,61.4767228,216.965325,61.4767228,216.723482,61.4767228,215.27427,61.4767228,212.636239,61.4767228,208.85077,61.4767228,203.983994,61.4767228,198.127173,61.4767228,191.393922,61.4767228,185.930694,61.4767228,184.007553,61.4767228,183.963731,61.4767228,183.878341,61.4767228,183.625161,61.4767228,183.286768,61.4767228,182.950726,61.4767228,182.616886,61.4767228,182.285073,61.4767228,181.955085,61.4767228,181.626702,61.4767228,181.299684,61.4767228,180.973776,61.4767228,180.648711,61.4767228,180.324213,61.4767228,180.082982,61.4767228,180.001945,61.4767228,180
61.6868721,180,61.6868721,180.042508,61.6868721,182.005703,61.6868721,187.627076,61.6868721,194.654111,61.6868721,200.908791,61.6868721,206.271334,61.6868721,210.637944,61.6868721,213.925076,61.6868721,216.070714,61.6868721,217.033685,61.6868721,216.792446,61.6868721,215.34461,61.6868721,212.707815,61.6868721,208.921845,61.6868721,204.051095,61.6868721,198.185761,61.6868721,191.439937,61.6868721,185.96614,61.6868721,184.039497,61.6868721,183.995599,61.6868721,183.910034,61.6868721,183.656151,61.6868721,183.316451,61.6868721,182.97867,61.6868721,182.642703,61.6868721,182.308417,61.6868721,181.975655,61.6868721,181.644239,61.6868721,181.313972,61.6868721,180.984642,61.6868721,180.656027,61.6868721,180.327892,61.6868721,180.083926,61.6868721,180.001967,61.6868721,180
61.9428438,180,61.9428438,180.042505,61.9428438,182.005969,61.9428438,187.629961,61.9428438,194.661387,61.9428438,200.918214,61.9428438,206.278984,61.9428438,210.64044,61.9428438,213.920936,61.9428438,216.060793,61.9428438,217.020842,61.9428438,216.780712,61.9428438,215.338095,61.9428438,212.709582,61.9428438,208.933014,61.9428438,204.0705,61.9428438,198.210508,61.9428438,191.467055,61.9428438,185.994398,61.9428438,184.068356,61.9428438,184.024476,61.9428438,183.938913,61.9428438,183.684806,61.9428438,183.344357,61.9428438,183.005296,61.9428438,182.667571,61.9428438,182.331102,61.9428438,181.995786,61.9428438,181.661499,61.9428438,181.328097,61.9428438,180.995421,61.9428438,180.663301,61.9428438,180.331556,61.9428438,180.084867,61.9428438,180.001989,61.9428438,180
62.1789906,180,62.1789906,180.042411,62.1789906,182.001882,62.1789906,187.615744,62.1789906,194.63496,62.1789906,200.878934,62.1789906,206.225313,62.1789906,210.571744,62.1789906,213.838517,62.1789906,215.968128,62.1789906,216.923217,62.1789906,216.684467,62.1789906,215.249682,62.1789906,212.634587,62.1789906,208.875318,62.1789906,204.031843,62.1789906,198.190767,62.1789906,191.465447,62.1789906,186.006435,62.1789906,184.085259,62.1789906,184.041493,62.1789906,183.956121,62.1789906,183.702378,62.1789906,183.362016,62.1789906,183.022563,62.1789906,182.684013,62.1789906,182.346335,62.1789906,182.009473,62.1789906,181.673348,62.1789906,181.337867,62.1789906,181.002919,62.1789906,180.66838,62.1789906,180.33412,62.1789906,180.085526,62.1789906,180.002004,62.1789906,180
62.4094131,180,62.4094131,180.04224,62.4094131,181.994031,62.4094131,187.586855,62.4094131,194.579825,62.4094131,200.798292,62.4094131,206.119547,62.4094131,210.442454,62.4094131,213.689323,62.4094131,215.804761,62.4094131,216.7531,62.4094131,216.516018,62.4094131,215.09146,62.4094131,212.4944,62.4094131,208.759411,62.4094131,203.944374,62.4094131,198.133876,62.4094131,191.440198,62.4094131,186.005639,62.4094131,184.093037,62.4094131,184.049468,62.4094131,183.96445,62.4094131,183.711571,62.4094131,183.371989,62.4094131,183.032858,62.4094131,182.694216,62.4094131,182.356076,62.4094131,182.018427,62.4094131,181.681238,62.4094131,181.344459,62.4094131,181.008026,62.4094131,180.671863,62.4094131,180.335884,62.4094131,180.085981,62.4094131,180.002015,62.4094131,180
62.6448123,180,62.6448123,180.041987,62.6448123,181.982342,62.6448123,187.543152,62.6448123,194.495804,62.6448123,200.676074,62.6448123,205.961419,62.6448123,210.252218,62.6448123,213.472897,62.6448123,215.570146,62.6448123,216.509925,62.6448123,216.274865,62.6448123,214.863081,62.6448123,212.288884,62.6448123,208.58538,62.6448123,203.808381,62.6448123,198.040293,62.6448123,191.39187,62.6448123,185.992636,62.6448123,184.092384,62.6448123,184.049098,62.6448123,183.964603,62.6448123,183.713086,62.6448123,183.374959,62.6448123,183.036833,62.6448123,182.698789,62.6448123,182.360883,62.6448123,182.023148,62.6448123,181.685597,62.6448123,181.348224,62.6448123,181.011013,62.6448123,180.673931,62.6448123,180.336942,62.6448123,180.086254,62.6448123,180.002022,62.6448123,180
62.9304591,180,62.9304591,180.041586,62.9304591,181.963577,62.9304591,187.472278,62.9304591,194.359049,62.9304591,200.477864,62.9304591,205.706989,62.9304591,209.94893,62.9304591,213.130708,62.9304591,215.201411,62.9304591,216.128817,62.9304591,215.896624,62.9304591,214.503177,62.9304591,211.962116,62.9304591,208.304947,62.9304591,203.585091,62.9304591,197.882206,62.9304591,191.304776,62.9304591,185.961333,62.9304591,184.080504,62.9304591,184.037659,62.9304591,183.953993,62.9304591,183.70473,62.9304591,183.369206,62.9304591,183.033167,62.9304591,182.69674,62.9304591,182.360028,62.9304591,182.023114,62.9304591,181.686063,62.9304591,181.348922,62.9304591,181.011725,62.9304591,180.674497,62.9304591,180.337252,62.9304591,180.086337,62.9304591,180.002024,62.9304591,180
63.1441808,180,63.1441808,180.04122,63.1441808,181.946412,63.1441808,187.407314,63.1441808,194.233656,63.1441808,200.2966,63.1441808,205.475422,63.1441808,209.6744,63.1441808,212.822493,63.1441808,214.870476,63.1441808,215.78737,63.1441808,215.557599,63.1441808,214.179694,63.1441808,211.666881,63.1441808,208.049606,63.1441808,203.379594,63.1441808,197.734405,63.1441808,191.220559,63.1441808,185.92741,63.1441808,184.064147,63.1441808,184.021702,63.1441808,183.938794,63.1441808,183.691626,63.1441808,183.358609,63.1441808,183.024705,63.1441808,182.690077,63.1441808,182.354864,63.1441808,182.019186,63.1441808,181.683141,63.1441808,181.346815,63.1441808,181.010281,63.1441808,180.673598,63.1441808,180.336822,63.1441808,180.086229,63.1441808,180.002021,63.1441808,180
63.3975776,180,63.3975776,180.040726,63.3975776,181.923176,63.3975776,187.318921,63.3975776,194.062731,63.3975776,200.049875,63.3975776,205.161206,63.3975776,209.303221,63.3975776,212.407119,63.3975776,214.425539,63.3975776,215.328842,63.3975776,215.102239,63.3975776,213.744479,63.3975776,211.268387,63.3975776,207.703284,63.3975776,203.099014,63.3975776,197.530671,63.3975776,191.102221,63.3975776,185.876721,63.3975776,184.036992,63.3975776,183.995081,63.3975776,183.913189,63.3975776,183.668883,63.3975776,183.339381,63.3975776,183.008591,63.3975776,182.67671,63.3975776,182.343912,63.3975776,182.010353,63.3975776,181.676174,63.3975776,181.341501,63.3975776,181.006446,63.3975776,180.671114,63.3975776,180.335602,63.3975776,180.085919,63.3975776,180.002014,63.3975776,180
63.6103276,180,63.6103276,180.04026,63.6103276,181.901261,63.6103276,187.235585,63.6103276,193.901702,63.6103276,199.817825,63.6103276,204.866418,63.6103276,208.955946,63.6103276,212.019446,63.6103276,214.011018,63.6103276,214.902039,63.6103276,214.678315,63.6103276,213.338783,63.6103276,210.895998,63.6103276,207.378446,63.6103276,202.834489,63.6103276,197.337161,63.6103276,190.988141,63.6103276,185.825855,63.6103276,184.008195,63.6103276,183.966786,63.6103276,183.885854,63.6103276,183.644265,63.6103276,183.318147,63.6103276,182.990421,63.6103276,182.661311,63.6103276,182.331022,63.6103276,181.999741,63.6103276,181.66764,63.6103276,181.334877,63.6103276,181.001597,63.6103276,180.667939,63.6103276,180.334031,63.6103276,180.085519,63.6103276,180.002004,63.6103276,180
63.8631493,180,63.8631493,180.039661,63.8631493,181.872968,63.8631493,187.127642,63.8631493,193.692901,63.8631493,199.517201,63.8631493,204.485204,63.8631493,208.507772,63.8631493,211.520055,63.8631493,213.477763,63.8631493,214.353368,63.8631493,214.133315,63.8631493,212.816758,63.8631493,210.415986,63.8631493,206.958599,63.8631493,202.491319,63.8631493,197.084779,63.8631493,190.837805,63.8631493,185.756787,63.8631493,183.967417,63.8631493,183.92665,63.8631493,183.846948,63.8631493,183.608883,63.8631493,183.287222,63.8631493,182.963611,63.8631493,182.638302,63.8631493,182.311531,63.8631493,181.983515,63.8631493,181.654459,63.8631493,181.324556,63.8631493,180.993988,63.8631493,180.662928,63.8631493,180.331545,63.8631493,180.084885,63.8631493,180.00199,63.8631493,180
64.1191211,180,64.1191211,180.039003,64.1191211,181.841887,64.1191211,187.009105,64.1191211,193.463761,64.1191211,199.187715,64.1191211,204.068124,64.1191211,208.01834,64.1191211,210.975581,64.1191211,212.897062,64.1191211,213.756242,64.1191211,213.540143,64.1191211,212.248129,64.1191211,209.89228,64.1191211,206.499412,64.1191211,202.114702,64.1191211,196.806407,64.1191211,190.670374,64.1191211,185.678009,64.1191211,183.919579,64.1191211,183.879514,64.1191211,183.801164,64.1191211,183.566986,64.1191211,183.250285,64.1191211,182.931315,64.1191211,182.610356,64.1191211,182.287669,64.1191211,181.963505,64.1191211,181.638099,64.1191211,181.311675,64.1191211,180.984448,64.1191211,180.656627,64.1191211,180.328411,64.1191211,180.084085,64.1191211,180.001971,64.1191211,180
64.3302678,180,64.3302678,180.038431,64.3302678,181.814844,64.3302678,186.905775,64.3302678,193.26389,64.3302678,198.900474,64.3302678,203.70492,64.3302678,207.592658,64.3302678,210.502552,64.3302678,212.392972,64.3302678,213.238119,64.3302678,213.025446,64.3302678,211.754482,64.3302678,209.437158,64.3302678,206.099707,64.3302678,201.786106,64.3302678,196.562702,64.3302678,190.522811,64.3302678,185.607308,64.3302678,183.87566,64.3302678,183.836203,64.3302678,183.759023,64.3302678,183.528237,64.3302678,183.215905,64.3302678,182.901073,64.3302678,182.584039,64.3302678,182.265083,64.3302678,181.944476,64.3302678,181.622477,64.3302678,181.299332,64.3302678,180.975282,64.3302678,180.650559,64.3302678,180.325391,64.3302678,180.083313,64.3302678,180.001953,64.3302678,180
64.5856903,180,64.5856903,180.037704,64.5856903,181.780462,64.5856903,186.774481,64.5856903,193.010108,64.5856903,198.536095,64.5856903,203.244698,64.5856903,207.05388,64.5856903,209.904432,64.5856903,211.756028,64.5856903,212.583684,64.5856903,212.375318,64.5856903,211.130647,64.5856903,208.861459,64.5856903,205.593348,64.5856903,201.368932,64.5856903,196.252306,64.5856903,190.333716,64.5856903,185.515443,64.5856903,183.817748,64.5856903,183.779062,64.5856903,183.703371,64.5856903,183.476907,64.5856903,183.170173,64.5856903,182.860683,64.5856903,182.548754,64.5856903,182.234691,64.5856903,181.918787,64.5856903,181.601326,64.5856903,181.282581,64.5856903,180.962818,64.5856903,180.642297,64.5856903,180.321274,64.5856903,180.082261,64.5856903,180.001928,64.5856903,180
64.8210896,180,64.8210896,180.037009,64.8210896,181.747592,64.8210896,186.648855,64.8210896,192.767223,64.8210896,198.187515,64.8210896,202.804769,64.8210896,206.539291,64.8210896,209.333587,64.8210896,211.148461,64.8210896,211.959615,64.8210896,211.755361,64.8210896,210.535569,64.8210896,208.311911,64.8210896,205.109438,64.8210896,200.96958,64.8210896,195.954411,64.8210896,190.151307,64.8210896,185.425664,64.8210896,183.760306,64.8210896,183.722353,64.8210896,183.648082,64.8210896,183.425758,64.8210896,183.124421,64.8210896,182.820124,64.8210896,182.513201,64.8210896,182.203972,64.8210896,181.892751,64.8210896,181.579838,64.8210896,181.265528,64.8210896,180.950109,64.8210896,180.633864,64.8210896,180.317069,64.8210896,180.081185,64.8210896,180.001903,64.8210896,180
65.0518113,180,65.0518113,180.036308,65.0518113,181.714418,65.0518113,186.522002,65.0518113,192.521999,65.0518113,197.835773,65.0518113,202.361166,65.0518113,206.020774,65.0518113,208.758734,65.0518113,210.536896,65.0518113,211.331588,65.0518113,211.131465,65.0518113,209.936542,65.0518113,207.758386,65.0518113,204.621549,65.0518113,200.566356,65.0518113,195.652956,65.0518113,189.965938,65.0518113,185.333525,65.0518113,183.700713,65.0518113,183.663498,65.0518113,183.590657,65.0518113,183.37252,65.0518113,183.076668,65.0518113,182.777681,65.0518113,182.475906,65.0518113,182.171677,65.0518113,181.865323,65.0518113,181.557162,65.0518113,181.247507,65.0518113,180.936664,65.0518113,180.624933,65.0518113,180.312614,65.0518113,180.080046,65.0518113,180.001876,65.0518113,180
65.2879581,180,65.2879581,180.035575,65.2879581,181.679728,65.2879581,186.389333,65.2879581,192.265528,65.2879581,197.468009,65.2879581,201.897581,65.2879581,205.479176,65.2879581,208.158558,65.2879581,209.898597,65.2879581,210.67622,65.2879581,210.480414,65.2879581,209.311322,65.2879581,207.180403,65.2879581,204.111726,65.2879581,200.144524,65.2879581,195.337019,65.2879581,189.770938,65.2879581,185.235711,65.2879581,183.636845,65.2879581,183.600401,65.2879581,183.529054,65.2879581,183.315301,65.2879581,183.025216,65.2879581,182.731844,65.2879581,182.435541,65.2879581,182.136657,65.2879581,181.83553,65.2879581,181.532495,65.2879581,181.22788,65.2879581,180.922005,65.2879581,180.615191,65.2879581,180.307751,65.2879581,180.078803,65.2879581,180.001847,65.2879581,180
65.5738548,180,65.5738548,180.034674,65.5738548,181.637001,65.5738548,186.22581,65.5738548,191.949387,65.5738548,197.014836,65.5738548,201.326604,65.5738548,204.812429,65.5738548,207.41999,65.5738548,209.113343,65.5738548,209.870094,65.5738548,209.679598,65.5738548,208.542137,65.5738548,206.46904,65.5738548,203.483805,65.5738548,199.624395,65.5738548,194.946766,65.5738548,189.529225,65.5738548,185.113448,65.5738548,183.556281,65.5738548,183.520783,65.5738548,183.451272,65.5738548,183.242926,65.5738548,182.95999,65.5738548,182.673616,65.5738548,182.38417,65.5738548,182.09201,65.5738548,181.797491,65.5738548,181.500959,65.5738548,181.202759,65.5738548,180.903229,65.5738548,180.602704,65.5738548,180.301517,65.5738548,180.077208,65.5738548,180.00181,65.5738548,180
65.7866048,180,65.7866048,180.033993,65.7866048,181.60474,65.7866048,186.102455,65.7866048,191.711051,65.7866048,196.673363,65.7866048,200.896573,65.7866048,204.31049,65.7866048,206.864178,65.7866048,208.522541,65.7866048,209.263665,65.7866048,209.07716,65.7866048,207.963395,65.7866048,205.933602,65.7866048,203.010869,65.7866048,199.232243,65.7866048,194.652041,65.7866048,189.346067,65.7866048,185.02016,65.7866048,183.494431,65.7866048,183.459647,65.7866048,183.391524,65.7866048,183.187267,65.7866048,182.909746,65.7866048,182.628692,65.7866048,182.344476,65.7866048,182.057465,65.7866048,181.768022,65.7866048,181.476504,65.7866048,181.183261,65.7866048,180.888645,65.7866048,180.593,65.7866048,180.296671,65.7866048,180.075968,65.7866048,180.001781,65.7866048,180
66.0394266,180,66.0394266,180.033182,66.0394266,181.566305,66.0394266,185.95529,66.0394266,191.426535,66.0394266,196.265698,66.0394266,200.383241,66.0394266,203.711407,66.0394266,206.200885,66.0394266,207.817562,66.0394266,208.540084,66.0394266,208.358348,66.0394266,207.272817,66.0394266,205.294589,66.0394266,202.446262,66.0394266,198.763812,66.0394266,194.29964,66.0394266,189.126595,66.0394266,184.907694,66.0394266,183.419331,66.0394266,183.385394,66.0394266,183.318921,66.0394266,183.119539,66.0394266,182.848506,66.0394266,182.573855,66.0394266,182.295961,66.0394266,182.015196,66.0394266,181.731929,66.0394266,181.446524,66.0394266,181.159343,66.0394266,180.870745,66.0394266,180.581085,66.0394266,180.290719,66.0394266,180.074445,66.0394266,180.001745,66.0394266,180
