Time [z = 50.000 mm: Temperature] ((min)),Temperature [z = 50.000 mm: Temperature] ((C)),Time [z = 49.990 mm: Temperature 1] ((min)),Temperature [z = 49.990 mm: Temperature 1] ((C)),Time [z = 49.521 mm: Temperature 2] ((min)),Temperature [z = 49.521 mm: Temperature 2] ((C)),Time [z = 48.125 mm: Temperature 3] ((min)),Temperature [z = 48.125 mm: Temperature 3] ((C)),Time [z = 46.250 mm: Temperature 4] ((min)),Temperature [z = 46.250 mm: Temperature 4] ((C)),Time [z = 44.375 mm: Temperature 5] ((min)),Temperature [z = 44.375 mm: Temperature 5] ((C)),Time [z = 42.500 mm: Temperature 6] ((min)),Temperature [z = 42.500 mm: Temperature 6] ((C)),Time [z = 40.625 mm: Temperature 7] ((min)),Temperature [z = 40.625 mm: Temperature 7] ((C)),Time [z = 38.750 mm: Temperature 8] ((min)),Temperature [z = 38.750 mm: Temperature 8] ((C)),Time [z = 36.875 mm: Temperature 9] ((min)),Temperature [z = 36.875 mm: Temperature 9] ((C)),Time [z = 35.000 mm: Temperature 10] ((min)),Temperature [z = 35.000 mm: Temperature 10] ((C)),Time [z = 33.125 mm: Temperature 11] ((min)),Temperature [z = 33.125 mm: Temperature 11] ((C)),Time [z = 31.250 mm: Temperature 12] ((min)),Temperature [z = 31.250 mm: Temperature 12] ((C)),Time [z = 29.375 mm: Temperature 13] ((min)),Temperature [z = 29.375 mm: Temperature 13] ((C)),Time [z = 27.500 mm: Temperature 14] ((min)),Temperature [z = 27.500 mm: Temperature 14] ((C)),Time [z = 25.625 mm: Temperature 15] ((min)),Temperature [z = 25.625 mm: Temperature 15] ((C)),Time [z = 23.750 mm: Temperature 16] ((min)),Temperature [z = 23.750 mm: Temperature 16] ((C)),Time [z = 21.875 mm: Temperature 17] ((min)),Temperature [z = 21.875 mm: Temperature 17] ((C)),Time [z = 20.479 mm: Temperature 18] ((min)),Temperature [z = 20.479 mm: Temperature 18] ((C)),Time [z = 20.010 mm: Temperature 19] ((min)),Temperature [z = 20.010 mm: Temperature 19] ((C)),Time [z = 19.990 mm: Temperature 20] ((min)),Temperature [z = 19.990 mm: Temperature 20] ((C)),Time [z = 19.573 mm: Temperature 21] ((min)),Temperature [z = 19.573 mm: Temperature 21] ((C)),Time [z = 18.333 mm: Temperature 22] ((min)),Temperature [z = 18.333 mm: Temperature 22] ((C)),Time [z = 16.667 mm: Temperature 23] ((min)),Temperature [z = 16.667 mm: Temperature 23] ((C)),Time [z = 15.000 mm: Temperature 24] ((min)),Temperature [z = 15.000 mm: Temperature 24] ((C)),Time [z = 13.333 mm: Temperature 25] ((min)),Temperature [z = 13.333 mm: Temperature 25] ((C)),Time [z = 11.667 mm: Temperature 26] ((min)),Temperature [z = 11.667 mm: Temperature 26] ((C)),Time [z = 10.000 mm: Temperature 27] ((min)),Temperature [z = 10.000 mm: Temperature 27] ((C)),Time [z = 8.333 mm: Temperature 28] ((min)),Temperature [z = 8.333 mm: Temperature 28] ((C)),Time [z = 6.667 mm: Temperature 29] ((min)),Temperature [z = 6.667 mm: Temperature 29] ((C)),Time [z = 5.000 mm: Temperature 30] ((min)),Temperature [z = 5.000 mm: Temperature 30] ((C)),Time [z = 3.333 mm: Temperature 31] ((min)),Temperature [z = 3.333 mm: Temperature 31] ((C)),Time [z = 1.667 mm: Temperature 32] ((min)),Temperature [z = 1.667 mm: Temperature 32] ((C)),Time [z = 0.427 mm: Temperature 33] ((min)),Temperature [z = 0.427 mm: Temperature 33] ((C)),Time [z = 0.010 mm: Temperature 34] ((min)),Temperature [z = 0.010 mm: Temperature 34] ((C)),Time [z = 0.000 mm: Temperature 35] ((min)),Temperature [z = 0.000 mm: Temperature 35] ((C))
122.933532,180,122.933532,180.000769,122.933532,180.035415,122.933532,180.129333,122.933532,180.237404,122.933532,180.324393,122.933532,180.392757,122.933532,180.444531,122.933532,180.481318,122.933532,180.504285,122.933532,180.514168,122.933532,180.51128,122.933532,180.495508,122.933532,180.466309,122.933532,180.422702,122.933532,180.363245,122.933532,180.28603,122.933532,180.188659,122.933532,180.103241,122.933532,180.071557,122.933532,180.070818,122.933532,180.069371,122.933532,180.065057,122.933532,180.059235,122.933532,180.053387,122.933532,180.047516,122.933532,180.041623,122.933532,180.035711,122.933532,180.029784,122.933532,180.023843,122.933532,180.017892,122.933532,180.011932,122.933532,180.005967,122.933532,180.001528,122.933532,180.000036,122.933532,180
123.147254,180,123.147254,180.000764,123.147254,180.035192,123.147254,180.128526,123.147254,180.23594,123.147254,180.322411,123.147254,180.390375,123.147254,180.441849,123.147254,180.478424,123.147254,180.501258,123.147254,180.511084,123.147254,180.50821,123.147254,180.492527,123.147254,180.463494,123.147254,180.420136,123.147254,180.361024,123.147254,180.284263,123.147254,180.187479,123.147254,180.102586,123.147254,180.071101,123.147254,180.070366,123.147254,180.068929,123.147254,180.064641,123.147254,180.058857,123.147254,180.053046,123.147254,180.047211,123.147254,180.041356,123.147254,180.035482,123.147254,180.029593,123.147254,180.02369,123.147254,180.017777,123.147254,180.011856,123.147254,180.005929,123.147254,180.001518,123.147254,180.000036,123.147254,180
123.40065,180,123.40065,180.000759,123.40065,180.034933,123.40065,180.127587,123.40065,180.234231,123.40065,180.320095,123.40065,180.387589,123.40065,180.438712,123.40065,180.475038,123.40065,180.497716,123.40065,180.507474,123.40065,180.504619,123.40065,180.489039,123.40065,180.460201,123.40065,180.417136,123.40065,180.358428,123.40065,180.2822,123.40065,180.186103,123.40065,180.101823,123.40065,180.070568,123.40065,180.069838,123.40065,180.068412,123.40065,180.064156,123.40065,180.058414,123.40065,180.052646,123.40065,180.046855,123.40065,180.041044,123.40065,180.035214,123.40065,180.029369,123.40065,180.023511,123.40065,180.017642,123.40065,180.011766,123.40065,180.005884,123.40065,180.001507,123.40065,180.000035,123.40065,180
123.6134,180,123.6134,180.000754,123.6134,180.034716,123.6134,180.126803,123.6134,180.232809,123.6134,180.31817,123.6134,180.385275,123.6134,180.436106,123.6134,180.472227,123.6134,180.494777,123.6134,180.504478,123.6134,180.501638,123.6134,180.486144,123.6134,180.457467,123.6134,180.414644,123.6134,180.356271,123.6134,180.280485,123.6134,180.184957,123.6134,180.101188,123.6134,180.070125,123.6134,180.069399,123.6134,180.067982,123.6134,180.063752,123.6134,180.058046,123.6134,180.052315,123.6134,180.04656,123.6134,180.040785,123.6134,180.034992,123.6134,180.029183,123.6134,180.023362,123.6134,180.017531,123.6134,180.011691,123.6134,180.005847,123.6134,180.001497,123.6134,180.000035,123.6134,180
123.866222,180,123.866222,180.000748,123.866222,180.034464,123.866222,180.125889,123.866222,180.231145,123.866222,180.315915,123.866222,180.382563,123.866222,180.433051,123.866222,180.468929,123.866222,180.491328,123.866222,180.500964,123.866222,180.498141,123.866222,180.482748,123.866222,180.45426,123.866222,180.411723,123.866222,180.353743,123.866222,180.278476,123.866222,180.183617,123.866222,180.100445,123.866222,180.069606,123.866222,180.068886,123.866222,180.067478,123.866222,180.06328,123.866222,180.057615,123.866222,180.051926,123.866222,180.046213,123.866222,180.040481,123.866222,180.034731,123.866222,180.028966,123.866222,180.023188,123.866222,180.0174,123.866222,180.011604,123.866222,180.005803,123.866222,180.001486,123.866222,180.000035,123.866222,180
124.122194,180,124.122194,180.000743,124.122194,180.034209,124.122194,180.124971,124.122194,180.229477,124.122194,180.313657,124.122194,180.379849,124.122194,180.429996,124.122194,180.465632,124.122194,180.487881,124.122194,180.497451,124.122194,180.494645,124.122194,180.479353,124.122194,180.451054,124.122194,180.408801,124.122194,180.351213,124.122194,180.276465,124.122194,180.182274,124.122194,180.0997,124.122194,180.069086,124.122194,180.068372,124.122194,180.066975,124.122194,180.062807,124.122194,180.057184,124.122194,180.051537,124.122194,180.045867,124.122194,180.040177,124.122194,180.03447,124.122194,180.028748,124.122194,180.023014,124.122194,180.017269,124.122194,180.011517,124.122194,180.00576,124.122194,180.001475,124.122194,180.000035,124.122194,180
124.333341,180,124.333341,180.000738,124.333341,180.034004,124.333341,180.124226,124.333341,180.228122,124.333341,180.311821,124.333341,180.377641,124.333341,180.427509,124.333341,180.462948,124.333341,180.485073,124.333341,180.49459,124.333341,180.491798,124.333341,180.476589,124.333341,180.448443,124.333341,180.406422,124.333341,180.349155,124.333341,180.27483,124.333341,180.181184,124.333341,180.099096,124.333341,180.068664,124.333341,180.067954,124.333341,180.066565,124.333341,180.062422,124.333341,180.056834,124.333341,180.05122,124.333341,180.045585,124.333341,180.03993,124.333341,180.034258,124.333341,180.028571,124.333341,180.022872,124.333341,180.017162,124.333341,180.011446,124.333341,180.005724,124.333341,180.001466,124.333341,180.000034,124.333341,180
124.588763,180,124.588763,180.000733,124.588763,180.033757,124.588763,180.123331,124.588763,180.226498,124.588763,180.309622,124.588763,180.374997,124.588763,180.424532,124.588763,180.459737,124.588763,180.481715,124.588763,180.491168,124.588763,180.488393,124.588763,180.473282,124.588763,180.44532,124.588763,180.403576,124.588763,180.346691,124.588763,180.27287,124.588763,180.179875,124.588763,180.098371,124.588763,180.068158,124.588763,180.067453,124.588763,180.066075,124.588763,180.061962,124.588763,180.056414,124.588763,180.050842,124.588763,180.045248,124.588763,180.039635,124.588763,180.034004,124.588763,180.028359,124.588763,180.022702,124.588763,180.017035,124.588763,180.011361,124.588763,180.005682,124.588763,180.001455,124.588763,180.000034,124.588763,180
124.824162,180,124.824162,180.000728,124.824162,180.033532,124.824162,180.12252,124.824162,180.225022,124.824162,180.307623,124.824162,180.372594,124.824162,180.421825,124.824162,180.456816,124.824162,180.47866,124.824162,180.488055,124.824162,180.485295,124.824162,180.470274,124.824162,180.44248,124.824162,180.400988,124.824162,180.344451,124.824162,180.27109,124.824162,180.178688,124.824162,180.097712,124.824162,180.067699,124.824162,180.066998,124.824162,180.065629,124.824162,180.061544,124.824162,180.056033,124.824162,180.050498,124.824162,180.044941,124.824162,180.039366,124.824162,180.033774,124.824162,180.028167,124.824162,180.022548,124.824162,180.016919,124.824162,180.011284,124.824162,180.005643,124.824162,180.001445,124.824162,180.000034,124.824162,180
125.054884,180,125.054884,180.000723,125.054884,180.033315,125.054884,180.121732,125.054884,180.223591,125.054884,180.305686,125.054884,180.370264,125.054884,180.419203,125.054884,180.453986,125.054884,180.475701,125.054884,180.48504,125.054884,180.482294,125.054884,180.46736,125.054884,180.439728,125.054884,180.39848,125.054884,180.342281,125.054884,180.269365,125.054884,180.177536,125.054884,180.097074,125.054884,180.067253,125.054884,180.066557,125.054884,180.065197,125.054884,180.061138,125.054884,180.055663,125.054884,180.050164,125.054884,180.044644,125.054884,180.039106,125.054884,180.03355,125.054884,180.02798,125.054884,180.022398,125.054884,180.016807,125.054884,180.011209,125.054884,180.005606,125.054884,180.001435,125.054884,180.000034,125.054884,180
125.291031,180,125.291031,180.000718,125.291031,180.033095,125.291031,180.120938,125.291031,180.222146,125.291031,180.303728,125.291031,180.36791,125.291031,180.416551,125.291031,180.451124,125.291031,180.472709,125.291031,180.481991,125.291031,180.47926,125.291031,180.464413,125.291031,180.436945,125.291031,180.395945,125.291031,180.340087,125.291031,180.267621,125.291031,180.176373,125.291031,180.096429,125.291031,180.066803,125.291031,180.066112,125.291031,180.064761,125.291031,180.060729,125.291031,180.05529,125.291031,180.049827,125.291031,180.044344,125.291031,180.038842,125.291031,180.033324,125.291031,180.027792,125.291031,180.022247,125.291031,180.016694,125.291031,180.011133,125.291031,180.005568,125.291031,180.001425,125.291031,180.000033,125.291031,180
125.521453,180,125.521453,180.000714,125.521453,180.032883,125.521453,180.12017,125.521453,180.220751,125.521453,180.301838,125.521453,180.365638,125.521453,180.413993,125.521453,180.448364,125.521453,180.469822,125.521453,180.479049,125.521453,180.476333,125.521453,180.461571,125.521453,180.434261,125.521453,180.393499,125.521453,180.337969,125.521453,180.265938,125.521453,180.17525,125.521453,180.095807,125.521453,180.066369,125.521453,180.065682,125.521453,180.064339,125.521453,180.060333,125.521453,180.054929,125.521453,180.049502,125.521453,180.044055,125.521453,180.038589,125.521453,180.033106,125.521453,180.02761,125.521453,180.022102,125.521453,180.016585,125.521453,180.01106,125.521453,180.005531,125.521453,180.001416,125.521453,180.000033,125.521453,180
125.789678,180,125.789678,180.000708,125.789678,180.032639,125.789678,180.119287,125.789678,180.219147,125.789678,180.299666,125.789678,180.363027,125.789678,180.411053,125.789678,180.445191,125.789678,180.466505,125.789678,180.475669,125.789678,180.47297,125.789678,180.458304,125.789678,180.431176,125.789678,180.390688,125.789678,180.335536,125.789678,180.264004,125.789678,180.173959,125.789678,180.095092,125.789678,180.06587,125.789678,180.065189,125.789678,180.063856,125.789678,180.059879,125.789678,180.054516,125.789678,180.049129,125.789678,180.043722,125.789678,180.038297,125.789678,180.032856,125.789678,180.027401,125.789678,180.021934,125.789678,180.016459,125.789678,180.010976,125.789678,180.005489,125.789678,180.001405,125.789678,180.000033,125.789678,180
126.042499,180,126.042499,180.000704,126.042499,180.032414,126.042499,180.118469,126.042499,180.217658,126.042499,180.297648,126.042499,180.360599,126.042499,180.408319,126.042499,180.442241,126.042499,180.463419,126.042499,180.472525,126.042499,180.469841,126.042499,180.455266,126.042499,180.428307,126.042499,180.388074,126.042499,180.333275,126.042499,180.262208,126.042499,180.172762,126.042499,180.094428,126.042499,180.065407,126.042499,180.06473,126.042499,180.063406,126.042499,180.059457,126.042499,180.054131,126.042499,180.048782,126.042499,180.043413,126.042499,180.038026,126.042499,180.032623,126.042499,180.027207,126.042499,180.021779,126.042499,180.016342,126.042499,180.010898,126.042499,180.00545,126.042499,180.001395,126.042499,180.000033,126.042499,180
126.256221,180,126.256221,180.000699,126.256221,180.032223,126.256221,180.117781,126.256221,180.216409,126.256221,180.295957,126.256221,180.358568,126.256221,180.406032,126.256221,180.439773,126.256221,180.460839,126.256221,180.469896,126.256221,180.467225,126.256221,180.452726,126.256221,180.425908,126.256221,180.385888,126.256221,180.331382,126.256221,180.260703,126.256221,180.171757,126.256221,180.093871,126.256221,180.065019,126.256221,180.064346,126.256221,180.06303,126.256221,180.059104,126.256221,180.053809,126.256221,180.048492,126.256221,180.043154,126.256221,180.037799,126.256221,180.032428,126.256221,180.027044,126.256221,180.021649,126.256221,180.016244,126.256221,180.010833,126.256221,180.005418,126.256221,180.001387,126.256221,180.000033,126.256221,180
126.509618,180,126.509618,180.000695,126.509618,180.032002,126.509618,180.11698,126.509618,180.214951,126.509618,180.293981,126.509618,180.35619,126.509618,180.403354,126.509618,180.436884,126.509618,180.457818,126.509618,180.466817,126.509618,180.464161,126.509618,180.44975,126.509618,180.423098,126.509618,180.383328,126.509618,180.329167,126.509618,180.258943,126.509618,180.170584,126.509618,180.093222,126.509618,180.064565,126.509618,180.063897,126.509618,180.06259,126.509618,180.058691,126.509618,180.053432,126.509618,180.048152,126.509618,180.042852,126.509618,180.037534,126.509618,180.0322,126.509618,180.026854,126.509618,180.021497,126.509618,180.01613,126.509618,180.010757,126.509618,180.00538,126.509618,180.001377,126.509618,180.000032,126.509618,180
126.722368,180,126.722368,180.000691,126.722368,180.031817,126.722368,180.11631,126.722368,180.213736,126.722368,180.292336,126.722368,180.354214,126.722368,180.401129,126.722368,180.434483,126.722368,180.455308,126.722368,180.464259,126.722368,180.461616,126.722368,180.447279,126.722368,180.420764,126.722368,180.381201,126.722368,180.327326,126.722368,180.257479,126.722368,180.169606,126.722368,180.09268,126.722368,180.064188,126.722368,180.063523,126.722368,180.062224,126.722368,180.058348,126.722368,180.053119,126.722368,180.04787,126.722368,180.0426,126.722368,180.037313,126.722368,180.032011,126.722368,180.026696,126.722368,180.02137,126.722368,180.016035,126.722368,180.010694,126.722368,180.005348,126.722368,180.001369,126.722368,180.000032,126.722368,180
126.97519,180,126.97519,180.000686,126.97519,180.031601,126.97519,180.115529,126.97519,180.212314,126.97519,180.290409,126.97519,180.351895,126.97519,180.398518,126.97519,180.431666,126.97519,180.452362,126.97519,180.461257,126.97519,180.458629,126.97519,180.444378,126.97519,180.418025,126.97519,180.378705,126.97519,180.325166,126.97519,180.255764,126.97519,180.168463,126.97519,180.092047,126.97519,180.063746,126.97519,180.063086,126.97519,180.061795,126.97519,180.057945,126.97519,180.052752,126.97519,180.047538,126.97519,180.042305,126.97519,180.037055,126.97519,180.031789,126.97519,180.026511,126.97519,180.021222,126.97519,180.015924,126.97519,180.010619,126.97519,180.005311,126.97519,180.00136,126.97519,180.000032,126.97519,180
127.231161,180,127.231161,180.000681,127.231161,180.031384,127.231161,180.114744,127.231161,180.210887,127.231161,180.288478,127.231161,180.349574,127.231161,180.395905,127.231161,180.428846,127.231161,180.449413,127.231161,180.458253,127.231161,180.45564,127.231161,180.441475,127.231161,180.415283,127.231161,180.376207,127.231161,180.323004,127.231161,180.254045,127.231161,180.167315,127.231161,180.091411,127.231161,180.063303,127.231161,180.062647,127.231161,180.061365,127.231161,180.057542,127.231161,180.052385,127.231161,180.047207,127.231161,180.04201,127.231161,180.036796,127.231161,180.031567,127.231161,180.026326,127.231161,180.021073,127.231161,180.015812,127.231161,180.010545,127.231161,180.005274,127.231161,180.00135,127.231161,180.000032,127.231161,180
127.442308,180,127.442308,180.000677,127.442308,180.031209,127.442308,180.114107,127.442308,180.209728,127.442308,180.286906,127.442308,180.347683,127.442308,180.393775,127.442308,180.426548,127.442308,180.447011,127.442308,180.455805,127.442308,180.453203,127.442308,180.439109,127.442308,180.413049,127.442308,180.374171,127.442308,180.321243,127.442308,180.252646,127.442308,180.166383,127.442308,180.090895,127.442308,180.062942,127.442308,180.06229,127.442308,180.061016,127.442308,180.057214,127.442308,180.052086,127.442308,180.046937,127.442308,180.04177,127.442308,180.036585,127.442308,180.031386,127.442308,180.026175,127.442308,180.020952,127.442308,180.015722,127.442308,180.010485,127.442308,180.005243,127.442308,180.001342,127.442308,180.000031,127.442308,180
127.697731,180,127.697731,180.000673,127.697731,180.030997,127.697731,180.113341,127.697731,180.208336,127.697731,180.285022,127.697731,180.345419,127.697731,180.391225,127.697731,180.423797,127.697731,180.444134,127.697731,180.452874,127.697731,180.450287,127.697731,180.436277,127.697731,180.410374,127.697731,180.371734,127.697731,180.319133,127.697731,180.250969,127.697731,180.165264,127.697731,180.090275,127.697731,180.062511,127.697731,180.061863,127.697731,180.060597,127.697731,180.056821,127.697731,180.051728,127.697731,180.046614,127.697731,180.041482,127.697731,180.036333,127.697731,180.03117,127.697731,180.025994,127.697731,180.020808,127.697731,180.015613,127.697731,180.010412,127.697731,180.005207,127.697731,180.001333,127.697731,180.000031,127.697731,180
127.93313,180,127.93313,180.000668,127.93313,180.030804,127.93313,180.112645,127.93313,180.207071,127.93313,180.283308,127.93313,180.343358,127.93313,180.388905,127.93313,180.421293,127.93313,180.441516,127.93313,180.450206,127.93313,180.447633,127.93313,180.433699,127.93313,180.40794,127.93313,180.369516,127.93313,180.317214,127.93313,180.249444,127.93313,180.164247,127.93313,180.089712,127.93313,180.062118,127.93313,180.061474,127.93313,180.060216,127.93313,180.056463,127.93313,180.051402,127.93313,180.04632,127.93313,180.04122,127.93313,180.036104,127.93313,180.030973,127.93313,180.025829,127.93313,180.020676,127.93313,180.015514,127.93313,180.010346,127.93313,180.005174,127.93313,180.001325,127.93313,180.000031,127.93313,180
128.163852,180,128.163852,180.000664,128.163852,180.030618,128.163852,180.11197,128.163852,180.205844,128.163852,180.281646,128.163852,180.341359,128.163852,180.386655,128.163852,180.418866,128.163852,180.438978,128.163852,180.447619,128.163852,180.445059,128.163852,180.4312,128.163852,180.40558,128.163852,180.367365,128.163852,180.315352,128.163852,180.247965,128.163852,180.163261,128.163852,180.089166,128.163852,180.061737,128.163852,180.061097,128.163852,180.059847,128.163852,180.056117,128.163852,180.051086,128.163852,180.046035,128.163852,180.040966,128.163852,180.035881,128.163852,180.030782,128.163852,180.02567,128.163852,180.020548,128.163852,180.015418,128.163852,180.010282,128.163852,180.005142,128.163852,180.001317,128.163852,180.000031,128.163852,180
128.432498,180,128.432498,180.00066,128.432498,180.030403,128.432498,180.111193,128.432498,180.204432,128.432498,180.279734,128.432498,180.33906,128.432498,180.384066,128.432498,180.416072,128.432498,180.436057,128.432498,180.444644,128.432498,180.442098,128.432498,180.428324,128.432498,180.402864,128.432498,180.364891,128.432498,180.313211,128.432498,180.246264,128.432498,180.162126,128.432498,180.088538,128.432498,180.061299,128.432498,180.060664,128.432498,180.059422,128.432498,180.055718,128.432498,180.050723,128.432498,180.045708,128.432498,180.040674,128.432498,180.035625,128.432498,180.030562,128.432498,180.025487,128.432498,180.020401,128.432498,180.015308,128.432498,180.010209,128.432498,180.005105,128.432498,180.001307,128.432498,180.000031,128.432498,180
128.685895,180,128.685895,180.000655,128.685895,180.030205,128.685895,180.110473,128.685895,180.20312,128.685895,180.277954,128.685895,180.33692,128.685895,180.381655,128.685895,180.413471,128.685895,180.433337,128.685895,180.441872,128.685895,180.43934,128.685895,180.425646,128.685895,180.400335,128.685895,180.362587,128.685895,180.311218,128.685895,180.244681,128.685895,180.161071,128.685895,180.087954,128.685895,180.060892,128.685895,180.060261,128.685895,180.059027,128.685895,180.055347,128.685895,180.050385,128.685895,180.045402,128.685895,180.040403,128.685895,180.035387,128.685895,180.030357,128.685895,180.025316,128.685895,180.020265,128.685895,180.015206,128.685895,180.01014,128.685895,180.005071,128.685895,180.001298,128.685895,180.00003,128.685895,180
128.898645,180,128.898645,180.000652,128.898645,180.030038,128.898645,180.10987,128.898645,180.202026,128.898645,180.276473,128.898645,180.33514,128.898645,180.379651,128.898645,180.411309,128.898645,180.431077,128.898645,180.439569,128.898645,180.437048,128.898645,180.423421,128.898645,180.398233,128.898645,180.360672,128.898645,180.30956,128.898645,180.243363,128.898645,180.160192,128.898645,180.087467,128.898645,180.060553,128.898645,180.059925,128.898645,180.058698,128.898645,180.055039,128.898645,180.050104,128.898645,180.045149,128.898645,180.040177,128.898645,180.035189,128.898645,180.030188,128.898645,180.025174,128.898645,180.020151,128.898645,180.01512,128.898645,180.010084,128.898645,180.005043,128.898645,180.001291,128.898645,180.00003,128.898645,180
129.151467,180,129.151467,180.000647,129.151467,180.029844,129.151467,180.109166,129.151467,180.200744,129.151467,180.274736,129.151467,180.33305,129.151467,180.377298,129.151467,180.40877,129.151467,180.428422,129.151467,180.436864,129.151467,180.434356,129.151467,180.420807,129.151467,180.395765,129.151467,180.358423,129.151467,180.307615,129.151467,180.241818,129.151467,180.159163,129.151467,180.086898,129.151467,180.060155,129.151467,180.059532,129.151467,180.058313,129.151467,180.054677,129.151467,180.049774,129.151467,180.044851,129.151467,180.039912,129.151467,180.034957,129.151467,180.029988,129.151467,180.025008,129.151467,180.020018,129.151467,180.01502,129.151467,180.010017,129.151467,180.005009,129.151467,180.001283,129.151467,180.00003,129.151467,180
129.365189,180,129.365189,180.000644,129.365189,180.02968,129.365189,180.108574,129.365189,180.199669,129.365189,180.273281,129.365189,180.331301,129.365189,180.375329,129.365189,180.406645,129.365189,180.4262,129.365189,180.4346,129.365189,180.432104,129.365189,180.418619,129.365189,180.393699,129.365189,180.356541,129.365189,180.305986,129.365189,180.240523,129.365189,180.158299,129.365189,180.086419,129.365189,180.059822,129.365189,180.059202,129.365189,180.05799,129.365189,180.054374,129.365189,180.049498,129.365189,180.044602,129.365189,180.03969,129.365189,180.034762,129.365189,180.029821,129.365189,180.024869,129.365189,180.019906,129.365189,180.014937,129.365189,180.009961,129.365189,180.004981,129.365189,180.001275,129.365189,180.00003,129.365189,180
129.618585,180,129.618585,180.00064,129.618585,180.02949,129.618585,180.107884,129.618585,180.198413,129.618585,180.271577,129.618585,180.329252,129.618585,180.373021,129.618585,180.404155,129.618585,180.423596,129.618585,180.431947,129.618585,180.429464,129.618585,180.416056,129.618585,180.391279,129.618585,180.354336,129.618585,180.304078,129.618585,180.239009,129.618585,180.15729,129.618585,180.085861,129.618585,180.059433,129.618585,180.058816,129.618585,180.057612,129.618585,180.054019,129.618585,180.049174,129.618585,180.044311,129.618585,180.03943,129.618585,180.034534,129.618585,180.029626,129.618585,180.024705,129.618585,180.019776,129.618585,180.014838,129.618585,180.009895,129.618585,180.004949,129.618585,180.001267,129.618585,180.00003,129.618585,180
129.874008,180,129.874008,180.000636,129.874008,180.029299,129.874008,180.107193,129.874008,180.197157,129.874008,180.269877,129.874008,180.327208,129.874008,180.37072,129.874008,180.401672,129.874008,180.421,129.874008,180.429302,129.874008,180.426833,129.874008,180.4135,129.874008,180.388865,129.874008,180.352137,129.874008,180.302175,129.874008,180.237496,129.874008,180.156281,129.874008,180.085303,129.874008,180.059044,129.874008,180.058431,129.874008,180.057235,129.874008,180.053665,129.874008,180.048852,129.874008,180.04402,129.874008,180.039171,129.874008,180.034308,129.874008,180.029431,129.874008,180.024543,129.874008,180.019646,129.874008,180.014741,129.874008,180.00983,129.874008,180.004916,129.874008,180.001259,129.874008,180.000029,129.874008,180
130.084157,180,130.084157,180.000632,130.084157,180.029145,130.084157,180.106634,130.084157,180.196139,130.084157,180.268496,130.084157,180.325546,130.084157,180.368848,130.084157,180.399653,130.084157,180.418889,130.084157,180.427151,130.084157,180.424692,130.084157,180.411422,130.084157,180.386903,130.084157,180.350349,130.084157,180.300628,130.084157,180.236268,130.084157,180.155463,130.084157,180.08485,130.084157,180.058728,130.084157,180.058119,130.084157,180.056928,130.084157,180.053378,130.084157,180.04859,130.084157,180.043783,130.084157,180.038961,130.084157,180.034123,130.084157,180.029272,130.084157,180.024411,130.084157,180.01954,130.084157,180.014661,130.084157,180.009777,130.084157,180.00489,130.084157,180.001252,130.084157,180.000029,130.084157,180
130.340129,180,130.340129,180.000628,130.340129,180.028957,130.340129,180.105956,130.340129,180.194907,130.340129,180.266828,130.340129,180.323541,130.340129,180.366591,130.340129,180.397218,130.340129,180.416343,130.340129,180.424557,130.340129,180.422111,130.340129,180.408915,130.340129,180.384535,130.340129,180.348192,130.340129,180.298761,130.340129,180.234785,130.340129,180.154473,130.340129,180.084303,130.340129,180.058347,130.340129,180.057742,130.340129,180.056559,130.340129,180.053031,130.340129,180.048274,130.340129,180.043498,130.340129,180.038707,130.340129,180.0339,130.340129,180.029081,130.340129,180.024251,130.340129,180.019412,130.340129,180.014565,130.340129,180.009713,130.340129,180.004858,130.340129,180.001244,130.340129,180.000029,130.340129,180
130.576276,180,130.576276,180.000624,130.576276,180.028787,130.576276,180.105339,130.576276,180.193786,130.576276,180.265309,130.576276,180.321714,130.576276,180.364533,130.576276,180.394997,130.576276,180.414021,130.576276,180.422191,130.576276,180.419757,130.576276,180.406629,130.576276,180.382377,130.576276,180.346225,130.576276,180.29706,130.576276,180.233434,130.576276,180.153573,130.576276,180.083805,130.576276,180.058,130.576276,180.057398,130.576276,180.056222,130.576276,180.052715,130.576276,180.047986,130.576276,180.043239,130.576276,180.038475,130.576276,180.033698,130.576276,180.028907,130.576276,180.024106,130.576276,180.019296,130.576276,180.014478,130.576276,180.009655,130.576276,180.004828,130.576276,180.001236,130.576276,180.000029,130.576276,180
130.806698,180,130.806698,180.000621,130.806698,180.028622,130.806698,180.104744,130.806698,180.192702,130.806698,180.26384,130.806698,180.319948,130.806698,180.362545,130.806698,180.392853,130.806698,180.411779,130.806698,180.419906,130.806698,180.417484,130.806698,180.404422,130.806698,180.380292,130.806698,180.344326,130.806698,180.295417,130.806698,180.232128,130.806698,180.152703,130.806698,180.083323,130.806698,180.057664,130.806698,180.057066,130.806698,180.055897,130.806698,180.05241,130.806698,180.047708,130.806698,180.042988,130.806698,180.038252,130.806698,180.033502,130.806698,180.028739,130.806698,180.023966,130.806698,180.019183,130.806698,180.014394,130.806698,180.009599,130.806698,180.0048,130.806698,180.001229,130.806698,180.000029,130.806698,180
