Time [z = 49.990 mm: Temperature 1] ((min)),Temperature [z = 49.990 mm: Temperature 1] ((C)),Time [z = 49.521 mm: Temperature 2] ((min)),Temperature [z = 49.521 mm: Temperature 2] ((C)),Time [z = 48.125 mm: Temperature 3] ((min)),Temperature [z = 48.125 mm: Temperature 3] ((C)),Time [z = 46.250 mm: Temperature 4] ((min)),Temperature [z = 46.250 mm: Temperature 4] ((C)),Time [z = 44.375 mm: Temperature 5] ((min)),Temperature [z = 44.375 mm: Temperature 5] ((C)),Time [z = 42.500 mm: Temperature 6] ((min)),Temperature [z = 42.500 mm: Temperature 6] ((C)),Time [z = 40.625 mm: Temperature 7] ((min)),Temperature [z = 40.625 mm: Temperature 7] ((C)),Time [z = 38.750 mm: Temperature 8] ((min)),Temperature [z = 38.750 mm: Temperature 8] ((C)),Time [z = 36.875 mm: Temperature 9] ((min)),Temperature [z = 36.875 mm: Temperature 9] ((C)),Time [z = 35.000 mm: Temperature 10] ((min)),Temperature [z = 35.000 mm: Temperature 10] ((C)),Time [z = 33.125 mm: Temperature 11] ((min)),Temperature [z = 33.125 mm: Temperature 11] ((C)),Time [z = 31.250 mm: Temperature 12] ((min)),Temperature [z = 31.250 mm: Temperature 12] ((C)),Time [z = 29.375 mm: Temperature 13] ((min)),Temperature [z = 29.375 mm: Temperature 13] ((C)),Time [z = 27.500 mm: Temperature 14] ((min)),Temperature [z = 27.500 mm: Temperature 14] ((C)),Time [z = 25.625 mm: Temperature 15] ((min)),Temperature [z = 25.625 mm: Temperature 15] ((C)),Time [z = 23.750 mm: Temperature 16] ((min)),Temperature [z = 23.750 mm: Temperature 16] ((C)),Time [z = 21.875 mm: Temperature 17] ((min)),Temperature [z = 21.875 mm: Temperature 17] ((C)),Time [z = 20.479 mm: Temperature 18] ((min)),Temperature [z = 20.479 mm: Temperature 18] ((C)),Time [z = 20.010 mm: Temperature 19] ((min)),Temperature [z = 20.010 mm: Temperature 19] ((C)),Time [z = 19.990 mm: Temperature 20] ((min)),Temperature [z = 19.990 mm: Temperature 20] ((C)),Time [z = 19.573 mm: Temperature 21] ((min)),Temperature [z = 19.573 mm: Temperature 21] ((C)),Time [z = 18.333 mm: Temperature 22] ((min)),Temperature [z = 18.333 mm: Temperature 22] ((C)),Time [z = 16.667 mm: Temperature 23] ((min)),Temperature [z = 16.667 mm: Temperature 23] ((C)),Time [z = 15.000 mm: Temperature 24] ((min)),Temperature [z = 15.000 mm: Temperature 24] ((C)),Time [z = 13.333 mm: Temperature 25] ((min)),Temperature [z = 13.333 mm: Temperature 25] ((C)),Time [z = 11.667 mm: Temperature 26] ((min)),Temperature [z = 11.667 mm: Temperature 26] ((C)),Time [z = 10.000 mm: Temperature 27] ((min)),Temperature [z = 10.000 mm: Temperature 27] ((C)),Time [z = 8.333 mm: Temperature 28] ((min)),Temperature [z = 8.333 mm: Temperature 28] ((C)),Time [z = 6.667 mm: Temperature 29] ((min)),Temperature [z = 6.667 mm: Temperature 29] ((C)),Time [z = 5.000 mm: Temperature 30] ((min)),Temperature [z = 5.000 mm: Temperature 30] ((C)),Time [z = 3.333 mm: Temperature 31] ((min)),Temperature [z = 3.333 mm: Temperature 31] ((C)),Time [z = 1.667 mm: Temperature 32] ((min)),Temperature [z = 1.667 mm: Temperature 32] ((C)),Time [z = 0.427 mm: Temperature 33] ((min)),Temperature [z = 0.427 mm: Temperature 33] ((C)),Time [z = 0.010 mm: Temperature 34] ((min)),Temperature [z = 0.010 mm: Temperature 34] ((C))
120.757255,181.849298,120.757255,182.23336,120.757255,182.702787,120.757255,183.301713,120.757255,183.852538,120.757255,184.353351,120.757255,184.801409,120.757255,185.194203,120.757255,185.529111,120.757255,185.803417,120.757255,186.014222,120.757255,186.15835,120.757255,186.232228,120.757255,186.231736,120.757255,186.152044,120.757255,185.987446,120.757255,185.731218,120.757255,185.484031,120.757255,185.388258,120.757255,185.385987,120.757255,185.381424,120.757255,185.366981,120.757255,185.345784,120.757255,185.322304,120.757255,185.296557,120.757255,185.268559,120.757255,185.238328,120.757255,185.205879,120.757255,185.171236,120.757255,185.134395,120.757255,185.095457,120.757255,185.054122,120.757255,185.023424,120.757255,184.921941
120.970976,181.833447,120.970976,182.21422,120.970976,182.679658,120.970976,183.273552,120.970976,183.819843,120.970976,184.316642,120.970976,184.761239,120.970976,185.151152,120.970976,185.483784,120.970976,185.756446,120.970976,185.966266,120.970976,186.110099,120.970976,186.184404,120.970976,186.185101,120.970976,186.107401,120.970976,185.94565,120.970976,185.693177,120.970976,185.449342,120.970976,185.354821,120.970976,185.352579,120.970976,185.348074,120.970976,185.333802,120.970976,185.31284,120.970976,185.289598,120.970976,185.264092,120.970976,185.236339,120.970976,185.206357,120.970976,185.17416,120.970976,185.139772,120.970976,185.103189,120.970976,185.064513,120.970976,185.023444,120.970976,184.992937,120.970976,184.892071
121.224373,181.814852,121.224373,182.191767,121.224373,182.652522,121.224373,183.240509,121.224373,183.78147,121.224373,184.27355,121.224373,184.714074,121.224373,185.10059,121.224373,185.430534,121.224373,185.701247,121.224373,185.909889,121.224373,186.053351,121.224373,186.128133,121.224373,186.130197,121.224373,186.05481,121.224373,185.896371,121.224373,185.648276,121.224373,185.408339,121.224373,185.315267,121.224373,185.313059,121.224373,185.30862,121.224373,185.294548,121.224373,185.273859,121.224373,185.250895,121.224373,185.225673,121.224373,185.198208,121.224373,185.168517,121.224373,185.136617,121.224373,185.10253,121.224373,185.066252,121.224373,185.027884,121.224373,184.987129,121.224373,184.956849,121.224373,184.856713
121.479796,181.796304,121.479796,182.16937,121.479796,182.625455,121.479796,183.207547,121.479796,183.743188,121.479796,184.230552,121.479796,184.667001,121.479796,185.050115,121.479796,185.377358,121.479796,185.646105,121.479796,185.853547,121.479796,185.996611,121.479796,186.071835,121.479796,186.075229,121.479796,186.00211,121.479796,185.846939,121.479796,185.603175,121.479796,185.367113,121.479796,185.27549,121.479796,185.273316,121.479796,185.268943,121.479796,185.255071,121.479796,185.234654,121.479796,185.211968,121.479796,185.187028,121.479796,185.15985,121.479796,185.130452,121.479796,185.098849,121.479796,185.065063,121.479796,185.02909,121.479796,184.991032,121.479796,184.950593,121.479796,184.92054,121.479796,184.821138
121.689945,181.781205,121.689945,182.151138,121.689945,182.603418,121.689945,183.180707,121.689945,183.71201,121.689945,184.195526,121.689945,184.628647,121.689945,185.008978,121.689945,185.334009,121.689945,185.601138,121.689945,185.807585,121.689945,185.950305,121.689945,186.025869,121.689945,186.030325,121.689945,185.959033,121.689945,185.8065,121.689945,185.566237,121.689945,185.333303,121.689945,185.242845,121.689945,185.240698,121.689945,185.236379,121.689945,185.222668,121.689945,185.202471,121.689945,185.18001,121.689945,185.1553,121.689945,185.128356,121.689945,185.099197,121.689945,185.067836,121.689945,185.034296,121.689945,184.998574,121.689945,184.96077,121.689945,184.920589,121.689945,184.890723,121.689945,184.791924
121.945917,181.762987,121.945917,182.12914,121.945917,182.57683,121.945917,183.148323,121.945917,183.674388,121.945917,184.153256,121.945917,184.582352,121.945917,184.959312,121.945917,185.281657,121.945917,185.546817,121.945917,185.752041,121.945917,185.89432,121.945917,185.970266,121.945917,185.975972,121.945917,185.906849,121.945917,185.757465,121.945917,185.521397,121.945917,185.292226,121.945917,185.203175,121.945917,185.201062,121.945917,185.196807,121.945917,185.18329,121.945917,185.16336,121.945917,185.141171,121.945917,185.116738,121.945917,185.090077,121.945917,185.061205,121.945917,185.030137,121.945917,184.996896,121.945917,184.961477,121.945917,184.92398,121.945917,184.884114,121.945917,184.854475,121.945917,184.756409
122.182063,181.746365,122.182063,182.109068,122.182063,182.552568,122.182063,183.118767,122.182063,183.640046,122.182063,184.114663,122.182063,184.540074,122.182063,184.913945,122.182063,185.233823,122.182063,185.497166,122.182063,185.701254,122.182063,185.843109,122.182063,185.91938,122.182063,185.9262,122.182063,185.859031,122.182063,185.712494,122.182063,185.480224,122.182063,185.254458,122.182063,185.166682,122.182063,185.164598,122.182063,185.160402,122.182063,185.147061,122.182063,185.127373,122.182063,185.10543,122.182063,185.08125,122.182063,185.054847,122.182063,185.026239,122.182063,184.995439,122.182063,184.962472,122.182063,184.927331,122.182063,184.890116,122.182063,184.850538,122.182063,184.821109,122.182063,184.723718
122.412486,181.730304,122.412486,182.089675,122.412486,182.529125,122.412486,183.090208,122.412486,183.606858,122.412486,184.077361,122.412486,184.499203,122.412486,184.870077,122.412486,185.187557,122.412486,185.449128,122.412486,185.652099,122.412486,185.793523,122.412486,185.870083,122.412486,185.877956,122.412486,185.812647,122.412486,185.668833,122.412486,185.440208,122.412486,185.217718,122.412486,185.131167,122.412486,185.129112,122.412486,185.124972,122.412486,185.111801,122.412486,185.092345,122.412486,185.070642,122.412486,185.046706,122.412486,185.020553,122.412486,184.992199,122.412486,184.96166,122.412486,184.928957,122.412486,184.894086,122.412486,184.857147,122.412486,184.817849,122.412486,184.788624,122.412486,184.691889
122.647885,181.714065,122.647885,182.070065,122.647885,182.50542,122.647885,183.061325,122.647885,183.573289,122.647885,184.039623,122.647885,184.457846,122.647885,184.825678,122.647885,185.140719,122.647885,185.400482,122.647885,185.602305,122.647885,185.743271,122.647885,185.820103,122.647885,185.829015,122.647885,185.765564,122.647885,185.624477,122.647885,185.39951,122.647885,185.180309,122.647885,185.094989,122.647885,185.092962,122.647885,185.088879,122.647885,185.07588,122.647885,185.056658,122.647885,185.035195,122.647885,185.011506,122.647885,184.985605,122.647885,184.95751,122.647885,184.927234,122.647885,184.894801,122.647885,184.860204,122.647885,184.823544,122.647885,184.784532,122.647885,184.755514,122.647885,184.659448
122.933532,181.69458,122.933532,182.046537,122.933532,182.476976,122.933532,183.026665,122.933532,183.532999,122.933532,183.994322,122.933532,184.40819,122.933532,184.772355,122.933532,185.084451,122.933532,185.342022,122.933532,185.542441,122.933532,185.682832,122.933532,185.759958,122.933532,185.770086,122.933532,185.708828,122.933532,185.57098,122.933532,185.350367,122.933532,185.135086,122.933532,185.051232,122.933532,185.049239,122.933532,185.045224,122.933532,185.032428,122.933532,185.013487,122.933532,184.992312,122.933532,184.968919,122.933532,184.943322,122.933532,184.915537,122.933532,184.885578,122.933532,184.853469,122.933532,184.819203,122.933532,184.78288,122.933532,184.744214,122.933532,184.715446,122.933532,184.620191
123.147254,181.680152,123.147254,182.029114,123.147254,182.455914,123.147254,183.000998,123.147254,183.503161,123.147254,183.960768,123.147254,184.371402,123.147254,184.732841,123.147254,185.042743,123.147254,185.298676,123.147254,185.498039,123.147254,185.637983,123.147254,185.715305,123.147254,185.726307,123.147254,185.666647,123.147254,185.531168,123.147254,185.313753,123.147254,185.101361,123.147254,185.018594,123.147254,185.016628,123.147254,185.012662,123.147254,185.000017,123.147254,184.981284,123.147254,184.960323,123.147254,184.937148,123.147254,184.911776,123.147254,184.884221,123.147254,184.854498,123.147254,184.82263,123.147254,184.788611,123.147254,184.752538,123.147254,184.71413,123.147254,184.685549,123.147254,184.590897
123.40065,181.663227,123.40065,182.008676,123.40065,182.431203,123.40065,182.970881,123.40065,183.468143,123.40065,183.921381,123.40065,184.328212,123.40065,184.68644,123.40065,184.993753,123.40065,185.247747,123.40065,185.445852,123.40065,185.585252,123.40065,185.662781,123.40065,185.674788,123.40065,185.616979,123.40065,185.484256,123.40065,185.270567,123.40065,185.061535,123.40065,184.980025,123.40065,184.978088,123.40065,184.97418,123.40065,184.961711,123.40065,184.94322,123.40065,184.922508,123.40065,184.89959,123.40065,184.874481,123.40065,184.847197,123.40065,184.817752,123.40065,184.786167,123.40065,184.752438,123.40065,184.716661,123.40065,184.678557,123.40065,184.650197,123.40065,184.55626
123.6134,181.649151,123.6134,181.991679,123.6134,182.410654,123.6134,182.945835,123.6134,183.439018,123.6134,183.888619,123.6134,184.292279,123.6134,184.647829,123.6134,184.952977,123.6134,185.205345,123.6134,185.402387,123.6134,185.541317,123.6134,185.618998,123.6134,185.631816,123.6134,185.575522,123.6134,185.445065,123.6134,185.234448,123.6134,185.028203,123.6134,184.947742,123.6134,184.94583,123.6134,184.94197,123.6134,184.929648,123.6134,184.911357,123.6134,184.890853,123.6134,184.868149,123.6134,184.843259,123.6134,184.816201,123.6134,184.786986,123.6134,184.755638,123.6134,184.722152,123.6134,184.686622,123.6134,184.648773,123.6134,184.620597,123.6134,184.527259
123.866222,181.632601,123.866222,181.971694,123.866222,182.386489,123.866222,182.916378,123.866222,183.404759,123.866222,183.850074,123.866222,184.249996,123.866222,184.602382,123.866222,184.904972,123.866222,185.155412,123.866222,185.351187,123.866222,185.489544,123.866222,185.567383,123.866222,185.581135,123.866222,185.526599,123.866222,185.398784,123.866222,185.191756,123.866222,184.988756,123.866222,184.909512,123.866222,184.907628,123.866222,184.903825,123.866222,184.891672,123.866222,184.873617,123.866222,184.853355,123.866222,184.830902,123.866222,184.806271,123.866222,184.779477,123.866222,184.750535,123.866222,184.719467,123.866222,184.686266,123.866222,184.65103,123.866222,184.613481,123.866222,184.585524,123.866222,184.492895
124.122194,181.616021,124.122194,181.951672,124.122194,182.36228,124.122194,182.886866,124.122194,183.370432,124.122194,183.811446,124.122194,184.207615,124.122194,184.556822,124.122194,184.856832,124.122194,185.105324,124.122194,185.29981,124.122194,185.43757,124.122194,185.515542,124.122194,185.5302,124.122194,185.477395,124.122194,185.352194,124.122194,185.14873,124.122194,184.948968,124.122194,184.870944,124.122194,184.869089,124.122194,184.865342,124.122194,184.85336,124.122194,184.83554,124.122194,184.815522,124.122194,184.79332,124.122194,184.768947,124.122194,184.74242,124.122194,184.713752,124.122194,184.682964,124.122194,184.650052,124.122194,184.61511,124.122194,184.577865,124.122194,184.550129,124.122194,184.458215
124.333341,181.602489,124.333341,181.935331,124.333341,182.342519,124.333341,182.862773,124.333341,183.342405,124.333341,183.779902,124.333341,184.172998,124.333341,184.5196,124.333341,184.817494,124.333341,185.064383,124.333341,185.257802,124.333341,185.395059,124.333341,185.473124,124.333341,185.488504,124.333341,185.437094,124.333341,185.314008,124.333341,185.113431,124.333341,184.916287,124.333341,184.839247,124.333341,184.837414,124.333341,184.833713,124.333341,184.821869,124.333341,184.80424,124.333341,184.78442,124.333341,184.762422,124.333341,184.738261,124.333341,184.711951,124.333341,184.683507,124.333341,184.65295,124.333341,184.620274,124.333341,184.585574,124.333341,184.548578,124.333341,184.521023,124.333341,184.429697
124.588763,181.586274,124.588763,181.915751,124.588763,182.318843,124.588763,182.833906,124.588763,183.30882,124.588763,183.742099,124.588763,184.131507,124.588763,184.474976,124.588763,184.770324,124.588763,185.015276,124.588763,185.2074,124.588763,185.344035,124.588763,185.422187,124.588763,185.438407,124.588763,185.388639,124.588763,185.268057,124.588763,185.070912,124.588763,184.876896,124.588763,184.801035,124.588763,184.799231,124.588763,184.795583,124.588763,184.783905,124.588763,184.766505,124.588763,184.746922,124.588763,184.72517,124.588763,184.701262,124.588763,184.675213,124.588763,184.647038,124.588763,184.616757,124.588763,184.584365,124.588763,184.549957,124.588763,184.513261,124.588763,184.485925,124.588763,184.395308
124.824162,181.571494,124.824162,181.897903,124.824162,182.297259,124.824162,182.807586,124.824162,183.278194,124.824162,183.707621,124.824162,184.093657,124.824162,184.434261,124.824162,184.727274,124.824162,184.970447,124.824162,185.161374,124.824162,185.297424,124.824162,185.375636,124.824162,185.392601,124.824162,185.344309,124.824162,185.225987,124.824162,185.031945,124.824162,184.840755,124.824162,184.76596,124.824162,184.76418,124.824162,184.760582,124.824162,184.749053,124.824162,184.731861,124.824162,184.712493,124.824162,184.690964,124.824162,184.667287,124.824162,184.641477,124.824162,184.613548,124.824162,184.583519,124.824162,184.551388,124.824162,184.517246,124.824162,184.480826,124.824162,184.45369,124.824162,184.363726
125.054884,181.557151,125.054884,181.880582,125.054884,182.276312,125.054884,182.782042,125.054884,183.248468,125.054884,183.674151,125.054884,184.056908,125.054884,184.394722,125.054884,184.685457,125.054884,184.926891,125.054884,185.116642,125.054884,185.252106,125.054884,185.330358,125.054884,185.348026,125.054884,185.301143,125.054884,185.18499,125.054884,184.993937,125.054884,184.805475,125.054884,184.731709,125.054884,184.729954,125.054884,184.726403,125.054884,184.715019,125.054884,184.698028,125.054884,184.678869,125.054884,184.657557,125.054884,184.634104,125.054884,184.608526,125.054884,184.580835,125.054884,184.551053,125.054884,184.519176,125.054884,184.485294,125.054884,184.449142,125.054884,184.422202,125.054884,184.332874
125.291031,181.54262,125.291031,181.863035,125.291031,182.255091,125.291031,182.75616,125.291031,183.218345,125.291031,183.640229,125.291031,184.019657,125.291031,184.354635,125.291031,184.643052,125.291031,184.88271,125.291031,185.071255,125.291031,185.20611,125.291031,185.284385,125.291031,185.302744,125.291031,185.257269,125.291031,185.143292,125.291031,184.955241,125.291031,184.769522,125.291031,184.696791,125.291031,184.69506,125.291031,184.691558,125.291031,184.680319,125.291031,184.663531,125.291031,184.644583,125.291031,184.62349,125.291031,184.600264,125.291031,184.574921,125.291031,184.547473,125.291031,184.517941,125.291031,184.486322,125.291031,184.452705,125.291031,184.416827,125.291031,184.390087,125.291031,184.301408
125.521453,181.528582,125.521453,181.846082,125.521453,182.234588,125.521453,182.731153,125.521453,183.189238,125.521453,183.607446,125.521453,183.98365,125.521453,184.31588,125.521453,184.602047,125.521453,184.839977,125.521453,185.027341,125.521453,185.161593,125.521453,185.23987,125.521453,185.258878,125.521453,185.21474,125.521453,185.102842,125.521453,184.917671,125.521453,184.734588,125.521453,184.662853,125.521453,184.661145,125.521453,184.657689,125.521453,184.646591,125.521453,184.629997,125.521453,184.611253,125.521453,184.590372,125.521453,184.567365,125.521453,184.54225,125.521453,184.515037,125.521453,184.485748,125.521453,184.454378,125.521453,184.421019,125.521453,184.385407,125.521453,184.358861,125.521453,184.270813
125.789678,181.512418,125.789678,181.826562,125.789678,182.210979,125.789678,182.702355,125.789678,183.155713,125.789678,183.569683,125.789678,183.942166,125.789678,184.27122,125.789678,184.554783,125.789678,184.790709,125.789678,184.976697,125.789678,185.110233,125.789678,185.188493,125.789678,185.208224,125.789678,185.165602,125.789678,185.05607,125.789678,184.874185,125.789678,184.694114,125.789678,184.623518,125.789678,184.621837,125.789678,184.618434,125.789678,184.607497,125.789678,184.591128,125.789678,184.572617,125.789678,184.551979,125.789678,184.529226,125.789678,184.504372,125.789678,184.47743,125.789678,184.448422,125.789678,184.417341,125.789678,184.384279,125.789678,184.348975,125.789678,184.322654,125.789678,184.235338
126.042499,181.497356,126.042499,181.808374,126.042499,182.18898,126.042499,182.675517,126.042499,183.124465,126.042499,183.534478,126.042499,183.903486,126.042499,184.229569,126.042499,184.510694,126.042499,184.744737,126.042499,184.929426,126.042499,185.062278,126.042499,185.140501,126.042499,185.160885,126.042499,185.119652,126.042499,185.012301,126.042499,184.833452,126.042499,184.656163,126.042499,184.586617,126.042499,184.58496,126.042499,184.581606,126.042499,184.570817,126.042499,184.554656,126.042499,184.536362,126.042499,184.51595,126.042499,184.493433,126.042499,184.468824,126.042499,184.442136,126.042499,184.413389,126.042499,184.382579,126.042499,184.349796,126.042499,184.314781,126.042499,184.288671,126.042499,184.202042
126.256221,181.484746,126.256221,181.793145,126.256221,182.170561,126.256221,182.653046,126.256221,183.098301,126.256221,183.504998,126.256221,183.87109,126.256221,184.19468,126.256221,184.473754,126.256221,184.70621,126.256221,184.8898,126.256221,185.022063,126.256221,185.10024,126.256221,185.121151,126.256221,185.081059,126.256221,184.975512,126.256221,184.799183,126.256221,184.624214,126.256221,184.555549,126.256221,184.553913,126.256221,184.5506,126.256221,184.539936,126.256221,184.523948,126.256221,184.505837,126.256221,184.485614,126.256221,184.463294,126.256221,184.43889,126.256221,184.412415,126.256221,184.383888,126.256221,184.353306,126.256221,184.320757,126.256221,184.285985,126.256221,184.260052,126.256221,184.174001
126.509618,181.469953,126.509618,181.775281,126.509618,182.148951,126.509618,182.62668,126.509618,183.067596,126.509618,183.470396,126.509618,183.833059,126.509618,184.153714,126.509618,184.430371,126.509618,184.660953,126.509618,184.843238,126.509618,184.974797,126.509618,185.052902,126.509618,185.074414,126.509618,185.035644,126.509618,184.932193,126.509618,184.758798,126.509618,184.586524,126.509618,184.518878,126.509618,184.517267,126.509618,184.514,126.509618,184.503482,126.509618,184.487696,126.509618,184.469797,126.509618,184.449797,126.509618,184.427708,126.509618,184.403544,126.509618,184.377319,126.509618,184.349051,126.509618,184.318737,126.509618,184.286464,126.509618,184.251979,126.509618,184.226256,126.509618,184.140888
126.722368,181.457651,126.722368,181.760425,126.722368,182.130981,126.722368,182.604754,126.722368,183.042061,126.722368,183.441617,126.722368,183.801424,126.722368,184.119632,126.722368,184.39427,126.722368,184.623284,126.722368,184.804473,126.722368,184.935431,126.722368,185.01346,126.722368,185.035455,126.722368,184.997763,126.722368,184.896033,126.722368,184.725056,126.722368,184.555016,126.722368,184.48822,126.722368,184.486628,126.722368,184.483401,126.722368,184.473003,126.722368,184.457386,126.722368,184.439664,126.722368,184.419848,126.722368,184.397952,126.722368,184.373989,126.722368,184.347972,126.722368,184.31992,126.722368,184.289829,126.722368,184.257787,126.722368,184.223541,126.722368,184.197993,126.722368,184.113197
126.97519,181.443186,126.97519,181.742957,126.97519,182.10985,126.97519,182.578967,126.97519,183.012026,126.97519,183.40776,126.97519,183.764201,126.97519,184.079522,126.97519,184.351776,126.97519,184.578933,126.97519,184.75882,126.97519,184.889058,126.97519,184.966983,126.97519,184.989527,126.97519,184.953085,126.97519,184.853361,126.97519,184.685206,126.97519,184.517767,126.97519,184.451955,126.97519,184.450386,126.97519,184.447205,126.97519,184.436947,126.97519,184.421527,126.97519,184.404011,126.97519,184.384412,126.97519,184.362742,126.97519,184.339015,126.97519,184.313244,126.97519,184.285446,126.97519,184.25562,126.97519,184.22385,126.97519,184.189887,126.97519,184.164547,126.97519,184.080426
127.231161,181.428696,127.231161,181.725458,127.231161,182.088681,127.231161,182.553134,127.231161,182.981933,127.231161,183.373835,127.231161,183.726898,127.231161,184.039318,127.231161,184.309173,127.231161,184.534458,127.231161,184.713025,127.231161,184.842524,127.231161,184.920325,127.231161,184.943397,127.231161,184.908184,127.231161,184.810441,127.231161,184.645087,127.231161,184.48024,127.231161,184.415415,127.231161,184.413869,127.231161,184.410734,127.231161,184.400617,127.231161,184.385393,127.231161,184.368085,127.231161,184.348703,127.231161,184.32726,127.231161,184.303769,127.231161,184.278244,127.231161,184.250702,127.231161,184.221141,127.231161,184.189646,127.231161,184.155968,127.231161,184.130836,127.231161,184.047397
127.442308,181.416869,127.442308,181.711175,127.442308,182.071402,127.442308,182.532045,127.442308,182.957363,127.442308,183.346132,127.442308,183.696431,127.442308,184.006476,127.442308,184.274365,127.442308,184.498113,127.442308,184.675591,127.442308,184.804476,127.442308,184.882162,127.442308,184.905653,127.442308,184.871427,127.442308,184.775287,127.442308,184.6122,127.442308,184.449449,127.442308,184.385418,127.442308,184.383891,127.442308,184.380793,127.442308,184.370789,127.442308,184.355725,127.442308,184.338584,127.442308,184.319379,127.442308,184.298121,127.442308,184.274824,127.442308,184.2495,127.442308,184.222168,127.442308,184.192824,127.442308,184.161553,127.442308,184.12811,127.442308,184.103149,127.442308,184.02027
127.697731,181.402699,127.697731,181.694063,127.697731,182.0507,127.697731,182.506778,127.697731,182.927924,127.697731,183.312936,127.697731,183.659919,127.697731,183.967111,127.697731,184.232635,127.697731,184.454529,127.697731,184.630691,127.697731,184.758824,127.697731,184.836356,127.697731,184.860327,127.697731,184.827263,127.697731,184.733017,127.697731,184.572624,127.697731,184.412373,127.697731,184.349295,127.697731,184.347791,127.697731,184.344737,127.697731,184.33487,127.697731,184.319996,127.697731,184.303057,127.697731,184.284064,127.697731,184.263028,127.697731,184.239963,127.697731,184.21488,127.697731,184.1878,127.697731,184.158717,127.697731,184.127717,127.697731,184.094555,127.697731,184.069801,127.697731,183.987595
127.93313,181.389782,127.93313,181.678464,127.93313,182.031827,127.93313,182.483741,127.93313,182.901081,127.93313,183.282662,127.93313,183.626615,127.93313,183.931199,127.93313,184.194557,127.93313,184.414751,127.93313,184.5897,127.93313,184.717135,127.93313,184.794512,127.93313,184.818906,127.93313,184.786882,127.93313,184.694346,127.93313,184.536385,127.93313,184.378393,127.93313,184.316175,127.93313,184.314691,127.93313,184.311677,127.93313,184.301933,127.93313,184.287233,127.93313,184.270476,127.93313,184.251675,127.93313,184.230841,127.93313,184.207988,127.93313,184.183126,127.93313,184.156276,127.93313,184.127432,127.93313,184.09668,127.93313,184.063776,127.93313,184.039211,127.93313,183.957623
128.163852,181.377247,128.163852,181.663326,128.163852,182.013512,128.163852,182.461384,128.163852,182.875027,128.163852,183.253275,128.163852,183.594282,128.163852,183.896328,128.163852,184.157577,128.163852,184.376111,128.163852,184.549873,128.163852,184.676617,128.163852,184.753829,128.163852,184.778616,128.163852,184.747585,128.163852,184.656688,128.163852,184.501069,128.163852,184.345256,128.163852,184.283868,128.163852,184.282403,128.163852,184.279428,128.163852,184.269803,128.163852,184.25527,128.163852,184.238691,128.163852,184.220077,128.163852,184.19944,128.163852,184.176792,128.163852,184.152145,128.163852,184.125518,128.163852,184.096907,128.163852,184.066396,128.163852,184.033743,128.163852,184.009363,128.163852,183.928379
128.432498,181.36281,128.432498,181.645891,128.432498,181.992417,128.432498,182.435631,128.432498,182.845012,128.432498,183.219417,128.432498,183.557024,128.432498,183.856138,128.432498,184.114948,128.432498,184.331558,128.432498,184.503939,128.432498,184.629873,128.432498,184.706877,128.432498,184.732099,128.432498,184.70219,128.432498,184.613158,128.432498,184.460212,128.432498,184.306888,128.432498,184.246449,128.432498,184.245007,128.432498,184.242077,128.432498,184.232588,128.432498,184.218247,128.432498,184.201872,128.432498,184.183473,128.432498,184.163061,128.432498,184.14065,128.432498,184.116251,128.432498,184.089882,128.432498,184.061541,128.432498,184.031308,128.432498,183.998947,128.432498,183.97478,128.432498,183.894495
128.685895,181.349349,128.685895,181.629635,128.685895,181.972747,128.685895,182.411614,128.685895,182.817018,128.685895,183.187833,128.685895,183.522263,128.685895,183.818636,128.685895,184.07516,128.685895,184.289966,128.685895,184.461046,128.685895,184.586209,128.685895,184.663004,128.685895,184.688614,128.685895,184.659733,128.685895,184.57242,128.685895,184.421944,128.685895,184.270919,128.685895,184.211355,128.685895,184.209933,128.685895,184.207044,128.685895,184.197681,128.685895,184.183518,128.685895,184.167332,128.685895,184.149133,128.685895,184.128932,128.685895,184.106742,128.685895,184.082574,128.685895,184.056447,128.685895,184.028357,128.685895,183.998387,128.685895,183.966298,128.685895,183.942332,128.685895,183.862702
128.898645,181.338155,128.898645,181.616116,128.898645,181.95639,128.898645,182.391644,128.898645,182.793738,128.898645,183.161566,128.898645,183.493351,128.898645,183.787438,128.898645,184.042056,128.898645,184.255352,128.898645,184.425341,128.898645,184.549853,128.898645,184.62646,128.898645,184.652377,128.898645,184.624334,128.898645,184.538431,128.898645,184.389989,128.898645,184.240869,128.898645,184.182034,128.898645,184.18063,128.898645,184.177775,128.898645,184.168516,128.898645,184.154502,128.898645,184.138473,128.898645,184.12044,128.898645,184.100414,128.898645,184.078408,128.898645,184.054433,128.898645,184.028508,128.898645,184.000628,128.898645,183.970875,128.898645,183.939015,128.898645,183.915216,128.898645,183.836134
