Time [z = 49.990 mm: Temperature 1] ((min)),Temperature [z = 49.990 mm: Temperature 1] ((C)),Time [z = 49.521 mm: Temperature 2] ((min)),Temperature [z = 49.521 mm: Temperature 2] ((C)),Time [z = 48.125 mm: Temperature 3] ((min)),Temperature [z = 48.125 mm: Temperature 3] ((C)),Time [z = 46.250 mm: Temperature 4] ((min)),Temperature [z = 46.250 mm: Temperature 4] ((C)),Time [z = 44.375 mm: Temperature 5] ((min)),Temperature [z = 44.375 mm: Temperature 5] ((C)),Time [z = 42.500 mm: Temperature 6] ((min)),Temperature [z = 42.500 mm: Temperature 6] ((C)),Time [z = 40.625 mm: Temperature 7] ((min)),Temperature [z = 40.625 mm: Temperature 7] ((C)),Time [z = 38.750 mm: Temperature 8] ((min)),Temperature [z = 38.750 mm: Temperature 8] ((C)),Time [z = 36.875 mm: Temperature 9] ((min)),Temperature [z = 36.875 mm: Temperature 9] ((C)),Time [z = 35.000 mm: Temperature 10] ((min)),Temperature [z = 35.000 mm: Temperature 10] ((C)),Time [z = 33.125 mm: Temperature 11] ((min)),Temperature [z = 33.125 mm: Temperature 11] ((C)),Time [z = 31.250 mm: Temperature 12] ((min)),Temperature [z = 31.250 mm: Temperature 12] ((C)),Time [z = 29.375 mm: Temperature 13] ((min)),Temperature [z = 29.375 mm: Temperature 13] ((C)),Time [z = 27.500 mm: Temperature 14] ((min)),Temperature [z = 27.500 mm: Temperature 14] ((C)),Time [z = 25.625 mm: Temperature 15] ((min)),Temperature [z = 25.625 mm: Temperature 15] ((C)),Time [z = 23.750 mm: Temperature 16] ((min)),Temperature [z = 23.750 mm: Temperature 16] ((C)),Time [z = 21.875 mm: Temperature 17] ((min)),Temperature [z = 21.875 mm: Temperature 17] ((C)),Time [z = 20.479 mm: Temperature 18] ((min)),Temperature [z = 20.479 mm: Temperature 18] ((C)),Time [z = 20.010 mm: Temperature 19] ((min)),Temperature [z = 20.010 mm: Temperature 19] ((C)),Time [z = 19.990 mm: Temperature 20] ((min)),Temperature [z = 19.990 mm: Temperature 20] ((C)),Time [z = 19.573 mm: Temperature 21] ((min)),Temperature [z = 19.573 mm: Temperature 21] ((C)),Time [z = 18.333 mm: Temperature 22] ((min)),Temperature [z = 18.333 mm: Temperature 22] ((C)),Time [z = 16.667 mm: Temperature 23] ((min)),Temperature [z = 16.667 mm: Temperature 23] ((C)),Time [z = 15.000 mm: Temperature 24] ((min)),Temperature [z = 15.000 mm: Temperature 24] ((C)),Time [z = 13.333 mm: Temperature 25] ((min)),Temperature [z = 13.333 mm: Temperature 25] ((C)),Time [z = 11.667 mm: Temperature 26] ((min)),Temperature [z = 11.667 mm: Temperature 26] ((C)),Time [z = 10.000 mm: Temperature 27] ((min)),Temperature [z = 10.000 mm: Temperature 27] ((C)),Time [z = 8.333 mm: Temperature 28] ((min)),Temperature [z = 8.333 mm: Temperature 28] ((C)),Time [z = 6.667 mm: Temperature 29] ((min)),Temperature [z = 6.667 mm: Temperature 29] ((C)),Time [z = 5.000 mm: Temperature 30] ((min)),Temperature [z = 5.000 mm: Temperature 30] ((C)),Time [z = 3.333 mm: Temperature 31] ((min)),Temperature [z = 3.333 mm: Temperature 31] ((C)),Time [z = 1.667 mm: Temperature 32] ((min)),Temperature [z = 1.667 mm: Temperature 32] ((C)),Time [z = 0.427 mm: Temperature 33] ((min)),Temperature [z = 0.427 mm: Temperature 33] ((C)),Time [z = 0.010 mm: Temperature 34] ((min)),Temperature [z = 0.010 mm: Temperature 34] ((C))
29.5351912,95.4850775,29.5351912,92.2945524,29.5351912,88.4419666,29.5351912,83.5896336,29.5351912,79.1873303,29.5351912,75.2192935,29.5351912,71.6773327,29.5351912,68.5517085,29.5351912,65.8337679,29.5351912,63.5153903,29.5351912,61.5892586,29.5351912,60.0488865,29.5351912,58.8886926,29.5351912,58.1040454,29.5351912,57.6913024,29.5351912,57.6478369,29.5351912,57.9720553,29.5351912,58.4257849,29.5351912,58.6243006,29.5351912,58.6291879,29.5351912,58.6405561,29.5351912,58.6867578,29.5351912,58.7744745,29.5351912,58.8952185,29.5351912,59.0490151,29.5351912,59.2358996,29.5351912,59.45591,29.5351912,59.7091138,29.5351912,59.9955097,29.5351912,60.3153927,29.5351912,60.6679912,29.5351912,61.0565546,29.5351912,61.3523459,29.5351912,62.3521522
29.7906137,96.2212722,29.7906137,93.0203709,29.7906137,89.1546975,29.7906137,84.2850352,29.7906137,79.8660177,29.7906137,75.8820339,29.7906137,72.3250481,29.7906137,69.1854519,29.7906137,66.4547097,29.7906137,64.124804,29.7906137,62.1885073,29.7906137,60.63941,29.7906137,59.4719942,29.7906137,58.6816794,29.7906137,58.2648604,29.7906137,58.218935,29.7906137,58.5423207,29.7906137,58.996371,29.7906137,59.1951986,29.7906137,59.2000948,29.7906137,59.2114886,29.7906137,59.2578215,29.7906137,59.3458287,29.7906137,59.4670099,29.7906137,59.6213902,29.7906137,59.8090042,29.7906137,60.0298897,29.7906137,60.2841135,29.7906137,60.5716732,29.7906137,60.8928642,29.7906137,61.2469103,29.7906137,61.637073,29.7906137,61.9340832,29.7906137,62.9380114
30.000763,96.8274744,30.000763,93.6181393,30.000763,89.7418252,30.000763,84.8580689,30.000763,80.4254525,30.000763,76.4284905,30.000763,72.8592744,30.000763,69.7083029,30.000763,66.9671368,30.000763,64.6278425,30.000763,62.6832661,30.000763,61.1270602,30.000763,59.953759,30.000763,59.1588232,30.000763,58.7386782,30.000763,58.6907417,30.000763,59.0134401,30.000763,59.4677443,30.000763,59.6668232,30.000763,59.6717266,30.000763,59.6831411,30.000763,59.7295806,30.000763,59.8178238,30.000763,59.9393605,30.000763,60.0942154,30.000763,60.2824229,30.000763,60.5040204,30.000763,60.759074,30.000763,61.0475808,30.000763,61.3698362,30.000763,61.7250603,30.000763,62.1165246,30.000763,62.4145267,30.000763,63.4218095
30.2567347,97.5664504,30.2567347,94.3469655,30.2567347,90.4578395,30.2567347,85.5571066,30.2567347,81.1081041,30.2567347,77.0954999,30.2567347,73.5115399,30.2567347,70.3468533,30.2567347,67.5931172,30.2567347,65.2425,30.2567347,63.287936,30.2567347,61.7231536,30.2567347,60.5427495,30.2567347,59.7422342,30.2567347,59.3180702,30.2567347,59.2676989,30.2567347,59.5895575,30.2567347,60.0441586,30.2567347,60.2435371,30.2567347,60.2484491,30.2567347,60.2598885,30.2567347,60.306456,30.2567347,60.3949832,30.2567347,60.5169479,30.2567347,60.6723744,30.2567347,60.8612969,30.2567347,61.083752,30.2567347,61.3398056,30.2567347,61.6294536,30.2567347,61.9529916,30.2567347,62.3096354,30.2567347,62.7026683,30.2567347,63.0018658,30.2567347,64.0131915
30.4928815,98.2487724,30.4928815,95.0200441,30.4928815,91.1192459,30.4928815,86.2030404,30.4928815,81.7390973,30.4928815,77.7122264,30.4928815,74.1148161,30.4928815,70.9376152,30.4928815,68.1724077,30.4928815,65.8114553,30.4928815,63.8477734,30.4928815,62.2751594,30.4928815,61.0882674,30.4928815,60.2826531,30.4928815,59.8548129,30.4928815,59.8022099,30.4928815,60.1232911,30.4928815,60.5781541,30.4928815,60.7778029,30.4928815,60.7827227,30.4928815,60.7941846,30.4928815,60.8408685,30.4928815,60.9296542,30.4928815,61.0520088,30.4928815,61.2079564,30.4928815,61.3975306,30.4928815,61.6207677,30.4928815,61.8777331,30.4928815,62.1684217,30.4928815,62.4931293,30.4928815,62.8510678,30.4928815,63.2455312,30.4928815,63.545819,30.4928815,64.560832
30.723304,98.915083,30.723304,95.677445,30.723304,91.765391,30.723304,86.8342581,30.723304,82.355895,30.723304,78.3152505,30.723304,74.7048519,30.723304,71.5155645,30.723304,68.7392761,30.723304,66.3683388,30.723304,64.3958464,30.723304,62.8156633,30.723304,61.6224988,30.723304,60.8119527,30.723304,60.3805538,30.723304,60.3257861,30.723304,60.646106,30.723304,61.1012134,30.723304,61.3011202,30.723304,61.3060475,30.723304,61.317531,30.723304,61.3643269,30.723304,61.4533617,30.723304,61.5760923,30.723304,61.7325425,30.723304,61.9227456,30.723304,62.1467373,30.723304,62.4045826,30.723304,62.6962756,30.723304,63.0221122,30.723304,63.3813004,30.723304,63.7771448,30.723304,64.0784851,30.723304,65.0970577
30.9915282,99.6913603,30.9915282,96.4434869,30.9915282,92.5184959,30.9915282,87.5701986,30.9915282,83.0752468,30.9915282,79.0187522,30.9915282,75.3934034,30.9915282,72.1902012,30.9915282,69.4011533,30.9915282,67.0187165,30.9915282,65.0360754,30.9915282,63.4471712,30.9915282,62.2467773,30.9915282,61.430544,30.9915282,60.9950374,30.9915282,60.9377658,30.9915282,61.2571961,30.9915282,61.7125741,30.9915282,61.9127742,30.9915282,61.91771,30.9915282,61.9292182,30.9915282,61.9761425,30.9915282,62.0654633,30.9915282,62.1886261,30.9915282,62.3456542,30.9915282,62.5365805,30.9915282,62.7614403,30.9915282,63.0202978,30.9915282,63.3131464,30.9915282,63.6402818,30.9915282,64.0009081,30.9915282,64.3983414,30.9915282,64.7008928,30.9915282,65.7235614
31.24435,100.423702,31.24435,97.1663139,31.24435,93.2292915,31.24435,88.2650231,31.24435,83.754628,31.24435,79.6833723,31.24435,76.0440967,31.24435,72.8279292,31.24435,70.0269904,31.24435,67.6338348,31.24435,65.641732,31.24435,64.0446952,31.24435,62.8375571,31.24435,62.0160155,31.24435,61.5766711,31.24435,61.5170546,31.24435,61.8356427,31.24435,62.2912621,31.24435,62.4917316,31.24435,62.4966752,31.24435,62.5082063,31.24435,62.5552497,31.24435,62.6448365,31.24435,62.7684012,31.24435,62.925967,31.24435,63.1175664,31.24435,63.3432341,31.24435,63.603034,31.24435,63.8969584,31.24435,64.2253033,31.24435,64.5872685,31.24435,64.9861814,31.24435,65.2898606,31.24435,66.3163436
31.4580717,101.043263,31.4580717,97.7779307,31.4580717,93.8308567,31.4580717,88.8532384,31.4580717,84.3299287,31.4580717,80.2463251,31.4580717,76.5953968,31.4580717,73.3683792,31.4580717,70.5574877,31.4580717,68.1553591,31.4580717,66.155334,31.4580717,64.5514862,31.4580717,63.3386983,31.4580717,62.5127075,31.4580717,62.0701436,31.4580717,62.0085559,31.4580717,62.326429,31.4580717,62.782242,31.4580717,62.9829338,31.4580717,62.9878839,31.4580717,62.999434,31.4580717,63.0465767,31.4580717,63.1363853,31.4580717,63.2602858,31.4580717,63.418301,31.4580717,63.6104631,31.4580717,63.8368063,31.4580717,64.0973941,31.4580717,64.3922182,31.4580717,64.7215745,31.4580717,65.0846595,31.4580717,65.48481,31.4580717,65.7894323,31.4580717,66.8191057
31.7114685,101.778407,31.7114685,98.5037755,31.7114685,94.5449289,31.7114685,89.5516678,31.7114685,85.0132176,31.7114685,80.9151323,31.7114685,77.250534,31.7114685,74.0107851,31.7114685,71.1882131,31.7114685,68.7755519,31.7114685,66.7662259,31.7114685,65.1543799,31.7114685,63.934955,31.7114685,63.1037349,31.7114685,62.6573835,31.7114685,62.5934716,31.7114685,62.9104933,31.7114685,63.3665233,31.7114685,63.5674727,31.7114685,63.5724303,31.7114685,63.5840025,31.7114685,63.6312612,31.7114685,63.7213295,31.7114685,63.8456233,31.7114685,64.0041651,31.7114685,64.1969867,31.7114685,64.4241218,31.7114685,64.6856334,31.7114685,64.9815123,31.7114685,65.3120546,31.7114685,65.6764526,31.7114685,66.0780543,31.7114685,66.3837828,31.7114685,67.4171975
31.9242185,102.396101,31.9242185,99.1137577,31.9242185,95.1451435,31.9242185,90.1388962,31.9242185,85.5878706,31.9242185,81.4777531,31.9242185,77.8017942,31.9242185,74.5514628,31.9242185,71.7191799,31.9242185,69.2977608,31.9242185,67.2806995,31.9242185,65.6622,31.9242185,64.4372523,31.9242185,63.6016785,31.9242185,63.1521707,31.9242185,63.0863178,31.9242185,63.4026212,31.9242185,63.8588229,31.9242185,64.059983,31.9242185,64.0649468,31.9242185,64.0765372,31.9242185,64.1238919,31.9242185,64.2141755,31.9242185,64.3387956,31.9242185,64.4977745,31.9242185,64.6911435,31.9242185,64.9189362,31.9242185,65.181215,31.9242185,65.47797,31.9242185,65.8094973,31.9242185,66.1749861,31.9242185,66.5777932,31.9242185,66.8844406,31.9242185,67.9209633
32.1770402,103.130697,32.1770402,99.839307,32.1770402,95.8592278,32.1770402,90.8377295,32.1770402,86.271927,32.1770402,82.1476654,32.1770402,78.4583477,32.1770402,75.1955696,32.1770402,72.3518632,32.1770402,69.9201394,32.1770402,67.8939749,32.1770402,66.2676433,32.1770402,65.0361922,32.1770402,64.1954887,32.1770402,63.7422584,32.1770402,63.674111,32.1770402,63.9895568,32.1770402,64.4459499,32.1770402,64.6473543,32.1770402,64.6523252,32.1770402,64.663937,32.1770402,64.711404,32.1770402,64.8019402,32.1770402,64.9269433,32.1770402,65.0864355,32.1770402,65.2804477,32.1770402,65.509013,32.1770402,65.7721933,32.1770402,66.0699778,32.1770402,66.4026628,32.1770402,66.7694335,32.1770402,67.1736575,32.1770402,67.4813849,32.1770402,68.521561
32.433012,103.875059,32.433012,100.574635,32.433012,96.5830992,32.433012,91.546351,32.433012,86.9657637,32.433012,82.8273446,32.433012,79.1246515,32.433012,75.8494084,32.433012,72.9942591,32.433012,70.5522113,32.433012,68.5169245,32.433012,66.8827423,32.433012,65.6447698,32.433012,64.7989196,32.433012,64.3419503,32.433012,64.2714924,32.433012,64.5860648,32.433012,65.0426375,32.433012,65.2442819,32.433012,65.24926,32.433012,65.2608928,32.433012,65.3084718,32.433012,65.39926,32.433012,65.5246459,32.433012,65.6846513,32.433012,65.8793067,32.433012,66.1086448,32.433012,66.3727269,32.433012,66.6715414,32.433012,67.0053848,32.433012,67.3734382,32.433012,67.77908,32.433012,68.0878883,32.433012,69.1317204
32.6441587,104.489533,32.6441587,101.181755,32.6441587,97.1808858,32.6441587,92.1317072,32.6441587,87.5390613,32.6441587,83.38909,32.6441587,79.6754796,32.6441587,76.3900595,32.6441587,73.525566,32.6441587,71.0750858,32.6441587,69.0323465,32.6441587,67.391749,32.6441587,66.1484455,32.6441587,65.2983856,32.6441587,64.8383547,32.6441587,64.7660005,32.6441587,65.0798483,32.6441587,65.5365584,32.6441587,65.7383957,32.6441587,65.7433795,32.6441587,65.7550294,32.6441587,65.8026994,32.6441587,65.8936927,32.6441587,66.0193905,32.6441587,66.1798141,32.6441587,66.374994,32.6441587,66.6049623,32.6441587,66.8697799,32.6441587,67.1694346,32.6441587,67.5042229,32.6441587,67.8733228,32.6441587,68.2801213,32.6441587,68.5898114,32.6441587,69.6366264
32.8995812,105.233413,32.8995812,101.916852,32.8995812,97.9048286,32.8995812,92.840784,32.8995812,88.2337079,32.8995812,84.0699069,32.8995812,80.3432229,32.8995812,77.0456132,32.8995812,74.1699252,32.8995812,71.709341,32.8995812,69.65767,32.8995812,68.009382,32.8995812,66.7596853,32.8995812,65.9045739,32.8995812,65.4408656,32.8995812,65.3662278,32.8995812,65.679194,32.8995812,66.1360569,32.8995812,66.3381208,32.8995812,66.3431113,32.8995812,66.3547815,32.8995812,66.4025598,32.8995812,66.4937981,32.8995812,66.6198685,32.8995812,66.7807923,32.8995812,66.9765995,32.8995812,67.2073216,32.8995812,67.4730193,32.8995812,67.7736793,32.8995812,68.1095984,32.8995812,68.4799506,32.8995812,68.8881335,32.8995812,69.1988789,32.8995812,70.249264
33.1349805,105.919516,33.1349805,102.594971,33.1349805,98.5728031,33.1349805,93.4952281,33.1349805,88.8750091,33.1349805,84.6986062,33.1349805,80.9600048,33.1349805,77.6512803,33.1349805,74.7653827,33.1349805,72.2955814,33.1349805,70.2357608,33.1349805,68.5804533,33.1349805,67.3249191,33.1349805,66.4651924,33.1349805,65.9981201,33.1349805,65.9213879,33.1349805,66.2335361,33.1349805,66.6905269,33.1349805,66.8927933,33.1349805,66.8977899,33.1349805,66.9094784,33.1349805,66.957355,33.1349805,67.0488158,33.1349805,67.1752252,33.1349805,67.3366042,33.1349805,67.5329824,33.1349805,67.7643911,33.1349805,68.0308903,33.1349805,68.332466,33.1349805,68.669415,33.1349805,69.0409081,33.1349805,69.4503522,33.1349805,69.7620592,33.1349805,70.815697
33.3657022,106.592482,33.3657022,103.260216,33.3657022,99.2282268,33.3657022,94.1375442,33.3657022,89.5045842,33.3657022,85.3159589,33.3657022,81.5657954,33.3657022,78.2462848,33.3657022,75.3504771,33.3657022,72.8717274,33.3657022,70.8039928,33.3657022,69.1418672,33.3657022,67.8806605,33.3657022,67.0164461,33.3657022,66.5460992,33.3657022,66.467323,33.3657022,66.7786641,33.3657022,67.2357677,33.3657022,67.4382267,33.3657022,67.4432291,33.3657022,67.4549352,33.3657022,67.5029065,33.3657022,67.5945825,33.3657022,67.7213201,33.3657022,67.88314,33.3657022,68.0800716,33.3657022,68.3121455,33.3657022,68.5794215,33.3657022,68.8818849,33.3657022,69.2198325,33.3657022,69.5924318,33.3657022,70.0030987,33.3657022,70.3157379,33.3657022,71.3725297
33.601849,107.28178,33.601849,103.941716,33.601849,99.8998013,33.601849,94.7958619,33.601849,90.1500067,33.601849,85.9490048,33.601849,82.187129,33.601849,78.856689,33.601849,75.9508374,33.601849,73.4630164,33.601849,71.3872572,33.601849,69.718216,33.601849,68.4512535,33.601849,67.5824824,33.601849,67.1088067,33.601849,67.027947,33.601849,67.3384562,33.601849,67.7956626,33.601849,67.9983126,33.601849,68.0033207,33.601849,68.0150445,33.601849,68.0631112,33.601849,68.1550044,33.601849,68.2820737,33.601849,68.4443395,33.601849,68.6418309,33.601849,68.874578,33.601849,69.1426402,33.601849,69.4460021,33.601849,69.7849605,33.601849,70.1586794,33.601849,70.5705842,33.601849,70.8841673,33.601849,71.9441523
33.8877457,108.116979,33.8877457,104.767615,33.8877457,100.713854,33.8877457,95.5940774,33.8877457,90.9328033,33.8877457,86.716994,33.8877457,82.9410997,33.8877457,79.5975743,33.8877457,76.6796939,33.8877457,74.1810063,33.8877457,72.0956319,33.8877457,70.4183013,33.8877457,69.1444362,33.8877457,68.2701968,33.8877457,67.7925207,33.8877457,67.7091494,33.8877457,68.0186428,33.8877457,68.4759561,33.8877457,68.6788288,33.8877457,68.6838437,33.8877457,68.6955883,33.8877457,68.7437685,33.8877457,68.8359207,33.8877457,68.963386,33.8877457,69.1261844,33.8877457,69.3243447,33.8877457,69.5578965,33.8877457,69.8268986,33.8877457,70.1313347,33.8877457,70.4715018,33.8877457,70.8465598,33.8877457,71.2599452,33.8877457,71.5746572,33.8877457,72.6384615
34.1004957,108.738978,34.1004957,105.382795,34.1004957,101.320335,34.1004957,96.188919,34.1004957,91.5163042,34.1004957,87.2895979,34.1004957,83.5033831,34.1004957,80.1502212,34.1004957,77.2234803,34.1004957,74.7167862,34.1004957,72.6243255,34.1004957,70.9408838,34.1004957,69.6619277,34.1004957,68.7836519,34.1004957,68.3030193,34.1004957,68.217786,34.1004957,68.5265172,34.1004957,68.9838969,34.1004957,69.1869292,34.1004957,69.191949,34.1004957,69.2037087,34.1004957,69.2519719,34.1004957,69.3443139,34.1004957,69.4720699,34.1004957,69.6352597,34.1004957,69.8339116,34.1004957,70.068055,34.1004957,70.3377483,34.1004957,70.6429744,34.1004957,70.9840305,34.1004957,71.3600734,34.1004957,71.774548,34.1004957,72.0900904,34.1004957,73.1567044
34.3533175,109.478666,34.3533175,106.11449,34.3533175,102.041828,34.3533175,96.8967497,34.3533175,92.2108108,34.3533175,87.971294,34.3533175,84.1729411,34.3533175,80.8084418,34.3533175,77.8712738,34.3533175,75.3551551,34.3533175,73.2543506,34.3533175,71.5637111,34.3533175,70.2787556,34.3533175,69.3957201,34.3533175,68.9115963,34.3533175,68.824158,34.3533175,69.1319757,34.3533175,69.5894202,34.3533175,69.7926355,34.3533175,69.7976609,34.3533175,69.8094382,34.3533175,69.8577983,34.3533175,69.9503628,34.3533175,70.0784598,34.3533175,70.242109,34.3533175,70.4413382,34.3533175,70.6761765,34.3533175,70.9466818,34.3533175,71.2528362,34.3533175,71.594937,34.3533175,71.9721375,34.3533175,72.3878921,34.3533175,72.7044106,34.3533175,73.7743271
34.5670392,110.104414,34.5670392,106.733574,34.5670392,102.652397,34.5670392,97.4959027,34.5670392,92.7988223,34.5670392,88.5485874,34.5670392,84.740075,34.5670392,81.3660835,34.5670392,78.4201832,34.5670392,75.8961699,34.5670392,73.7883744,34.5670392,72.091702,34.5670392,70.8017159,34.5670392,69.9146863,34.5670392,69.4276291,34.5670392,69.3383324,34.5670392,69.6453711,34.5670392,70.1028575,34.5670392,70.3062214,34.5670392,70.3112515,34.5670392,70.3230433,34.5670392,70.3714839,34.5670392,70.4642338,34.5670392,70.5926155,34.5670392,70.7566483,34.5670392,70.95636,34.5670392,71.1917791,34.5670392,71.4629632,34.5670392,71.7698937,34.5670392,72.112868,34.5670392,72.4910364,34.5670392,72.9078615,34.5670392,73.2251963,34.5670392,74.2978748
34.820436,110.846859,34.820436,107.468229,34.820436,103.37709,34.820436,98.2072293,34.820436,93.4970895,34.820436,89.2342834,34.820436,85.4138492,34.820436,82.028715,34.820436,79.0725608,34.820436,76.539275,34.820436,74.4232657,34.820436,72.7195027,34.820436,71.4236012,34.820436,70.5318711,34.820436,70.0413569,34.820436,69.9498632,34.820436,70.2559696,34.820436,70.713491,34.820436,70.9170244,34.820436,70.9220597,34.820436,70.9338684,34.820436,70.9824028,34.820436,71.0753693,34.820436,71.2040841,34.820436,71.3685662,34.820436,71.5688431,34.820436,71.8049428,34.820436,72.0769224,34.820436,72.3847627,34.820436,72.7287611,34.820436,73.1080645,34.820436,73.5261447,34.820436,73.8444367,34.820436,74.9203541
35.0758585,111.595831,35.0758585,108.20947,35.0758585,104.10843,35.0758585,98.9252687,35.0758585,94.2021213,35.0758585,89.9267852,35.0758585,86.0944628,35.0758585,82.6982132,35.0758585,79.7318274,35.0758585,77.1892864,35.0758585,75.0650762,35.0758585,73.354231,35.0758585,72.0524178,35.0758585,71.1559863,35.0758585,70.662009,35.0758585,70.5683067,35.0758585,70.8734634,35.0758585,71.3310026,35.0758585,71.5346988,35.0758585,71.5397393,35.0758585,71.5515644,35.0758585,71.6001916,35.0758585,71.6933729,35.0758585,71.8224188,35.0758585,71.9873478,35.0758585,72.1881871,35.0758585,72.4249643,35.0758585,72.6977361,35.0758585,73.0064824,35.0758585,73.3515008,35.0758585,73.7319346,35.0758585,74.1512652,35.0758585,74.4705108,35.0758585,75.5496549
35.2860077,112.212489,35.2860077,108.819859,35.2860077,104.710783,35.2860077,99.5168148,35.2860077,94.7830876,35.2860077,90.4975526,35.2860077,86.6555487,35.2860077,83.2502435,35.2860077,80.2755193,35.2860077,77.7254335,35.2860077,75.5945359,35.2860077,73.8779133,35.2860077,72.571275,35.2860077,71.671003,35.2860077,71.1741925,35.2860077,71.0786773,35.2860077,71.3830446,35.2860077,71.8405856,35.2860077,72.0444099,35.2860077,72.0494545,35.2860077,72.0612929,35.2860077,72.1099949,35.2860077,72.2033505,35.2860077,72.3326651,35.2860077,72.4979573,35.2860077,72.6992537,35.2860077,72.9365819,35.2860077,73.2099979,35.2860077,73.5194812,35.2860077,73.8653293,35.2860077,74.2466829,35.2860077,74.6670309,35.2860077,74.9870524,35.2860077,76.0688223
35.5419795,112.964149,35.5419795,109.563995,35.5419795,105.445258,35.5419795,100.238283,35.5419795,95.491809,35.5419795,91.193978,35.5419795,87.3402961,35.5419795,83.9240641,35.5419795,80.9392756,35.5419795,78.3800808,35.5419795,76.2411069,35.5419795,74.5175044,35.5419795,73.2050334,35.5419795,72.3001152,35.5419795,71.7998719,35.5419795,71.7021526,35.5419795,72.005548,35.5419795,72.4630745,35.5419795,72.6670472,35.5419795,72.6720966,35.5419795,72.6839507,35.5419795,72.7327423,35.5419795,72.8263068,35.5419795,72.9559445,35.5419795,73.1216736,35.5419795,73.3235204,35.5419795,73.5615118,35.5419795,73.8357038,35.5419795,74.1460749,35.5419795,74.4929226,35.5419795,74.8753843,35.5419795,75.2969582,35.5419795,75.6179147,35.5419795,76.7028489
35.7781262,113.658117,35.7781262,110.251129,35.7781262,106.123607,35.7781262,100.904792,35.7781262,96.146699,35.7781262,91.837651,35.7781262,87.9733097,35.7781262,84.5470996,35.7781262,81.5531173,35.7781262,78.9855985,35.7781262,76.8392419,35.7781262,75.109256,35.7781262,73.7914479,35.7781262,72.882274,35.7781262,72.378881,35.7781262,72.2791319,35.7781262,72.5816201,35.7781262,73.0391172,35.7781262,73.2432196,35.7781262,73.2482732,35.7781262,73.2601413,35.7781262,73.3090138,35.7781262,73.4027681,35.7781262,73.5326997,35.7781262,73.6988264,35.7781262,73.9011745,35.7781262,74.1397704,35.7781262,74.4146695,35.7781262,74.7258497,35.7781262,75.0736088,35.7781262,75.4570808,35.7781262,75.8797725,35.7781262,76.2015817,35.7781262,77.2894013
36.0085487,114.335749,36.0085487,110.922193,36.0085487,106.786216,36.0085487,101.555988,36.0085487,96.7866837,36.0085487,92.4668034,36.0085487,88.5921628,36.0085487,85.1563076,36.0085487,82.1534355,36.0085487,79.5778656,36.0085487,77.4243657,36.0085487,75.6882011,36.0085487,74.3652237,36.0085487,73.4519243,36.0085487,72.9454731,36.0085487,72.8437459,36.0085487,73.1453383,36.0085487,73.6027911,36.0085487,73.8070132,36.0085487,73.8120707,36.0085487,73.8239522,36.0085487,73.8729021,36.0085487,73.9668387,36.0085487,74.0970531,36.0085487,74.263563,36.0085487,74.4663943,36.0085487,74.7055731,36.0085487,74.9811543,36.0085487,75.2931153,36.0085487,75.6417537,36.0085487,76.0262008,36.0085487,76.4499714,36.0085487,76.7726035,36.0085487,77.8632084
36.243948,115.028512,36.243948,111.608348,36.243948,107.463853,36.243948,102.222112,36.243948,97.4414834,36.243948,93.1106529,36.243948,89.2255948,36.243948,85.7799795,36.243948,82.7681083,36.243948,80.1843856,36.243948,78.0236496,36.243948,76.2812231,36.243948,74.9530039,36.243948,74.035517,36.243948,73.5259562,36.243948,73.4222102,36.243948,73.7228764,36.243948,74.1802678,36.243948,74.384605,36.243948,74.3896664,36.243948,74.401561,36.243948,74.4505886,36.243948,74.5447084,36.243948,74.6752078,36.243948,74.8421043,36.243948,75.0454232,36.243948,75.2851904,36.243948,75.5614605,36.243948,75.87421,36.243948,76.2237367,36.243948,76.6091689,36.243948,77.0340295,36.243948,77.3574931,36.243948,78.4509124
36.5295947,115.869821,36.5295947,112.441777,36.5295947,108.287107,36.5295947,103.031592,36.5295947,98.2373952,36.5295947,93.8934313,36.5295947,89.99587,36.5295947,86.5385348,36.5295947,83.5158528,36.5295947,80.9223322,36.5295947,78.7528966,36.5295947,77.002938,36.5295947,75.668409,36.5295947,74.745876,36.5295947,74.2325606,36.5295947,74.1263664,36.5295947,74.4258925,36.5295947,74.883187,36.5295947,75.087654,36.5295947,75.0927199,36.5295947,75.10463,36.5295947,75.1537495,36.5295947,75.2480878,36.5295947,75.3789277,36.5295947,75.5462864,36.5295947,75.7501891,36.5295947,75.9906609,36.5295947,76.2677561,36.5295947,76.5814503,36.5295947,76.9320415,36.5295947,77.3186542,36.5295947,77.7448213,36.5295947,78.0692817,36.5295947,79.1660747
