Time ((min)),Degree of Cure [z = 49.990 mm: Degree of Cure],Degree of Cure [z = 49.521 mm: Degree of Cure 1],Degree of Cure [z = 48.125 mm: Degree of Cure 2],Degree of Cure [z = 46.250 mm: Degree of Cure 3],Degree of Cure [z = 44.375 mm: Degree of Cure 4],Degree of Cure [z = 42.500 mm: Degree of Cure 5],Degree of Cure [z = 40.625 mm: Degree of Cure 6],Degree of Cure [z = 38.750 mm: Degree of Cure 7],Degree of Cure [z = 36.875 mm: Degree of Cure 8],Degree of Cure [z = 35.000 mm: Degree of Cure 9],Degree of Cure [z = 33.125 mm: Degree of Cure 10],Degree of Cure [z = 31.250 mm: Degree of Cure 11],Degree of Cure [z = 29.375 mm: Degree of Cure 12],Degree of Cure [z = 27.500 mm: Degree of Cure 13],Degree of Cure [z = 25.625 mm: Degree of Cure 14],Degree of Cure [z = 23.750 mm: Degree of Cure 15],Degree of Cure [z = 21.875 mm: Degree of Cure 16],Degree of Cure [z = 20.479 mm: Degree of Cure 17],Degree of Cure [z = 20.010 mm: Degree of Cure 18]
46.3236158,0.076934223,0.072092272,0.067355644,0.062757019,0.059598379,0.057388163,0.055819064,0.054691247,0.053873194,0.053276884,0.052842799,0.052530462,0.052312444,0.052170523,0.052093262,0.052074531,0.052112733,0.052175417,0.052204316
46.5790383,0.078132688,0.073069128,0.068117979,0.063313877,0.060015861,0.057709036,0.056071794,0.054895193,0.054041827,0.053419786,0.052966949,0.052641078,0.052413552,0.052265359,0.052184556,0.052164734,0.052204205,0.052269238,0.052299245
46.8144375,0.079286424,0.074009188,0.068851245,0.063849186,0.060417001,0.058017243,0.056314488,0.055091009,0.054203719,0.053556965,0.053086118,0.052747247,0.052510588,0.052356365,0.052272152,0.052251269,0.052291941,0.052359211,0.052390276
47.0451593,0.080464025,0.074968376,0.069599086,0.064394824,0.06082569,0.058331141,0.056561605,0.055290358,0.054368513,0.05369659,0.053207402,0.052855293,0.05260933,0.052448961,0.052361266,0.052339291,0.052381167,0.0524507,0.052482835
47.281306,0.081720364,0.075991377,0.070396315,0.064976158,0.061260907,0.058665294,0.056824598,0.055502477,0.054543839,0.053845123,0.053336413,0.052970212,0.052714344,0.052547428,0.052456017,0.052432865,0.052476004,0.052547926,0.052581193
47.5672028,0.083313208,0.077287952,0.071406232,0.065712093,0.061811559,0.059087894,0.057157099,0.055770597,0.054765418,0.054032818,0.053499422,0.0531154,0.052847002,0.052671798,0.052575676,0.052551016,0.052595723,0.052670639,0.052705326
47.7799528,0.084550925,0.078295152,0.07219038,0.066283142,0.062238603,0.059415489,0.057414768,0.055978328,0.054937061,0.054178193,0.053625663,0.053227827,0.052949715,0.052768082,0.052668298,0.052642455,0.052688357,0.052765573,0.052801354
48.0327745,0.08608537,0.079543509,0.073161859,0.066990188,0.062767067,0.059820717,0.057733399,0.056235146,0.055149227,0.054357867,0.053781669,0.053366748,0.053076617,0.052887025,0.052782701,0.052755376,0.05280273,0.052882766,0.05291989
48.2464963,0.087436096,0.080642145,0.074016464,0.06761179,0.063231413,0.060176622,0.058013154,0.056460573,0.055335425,0.054515526,0.053918544,0.053488619,0.053187931,0.052991344,0.052883022,0.052854381,0.052902988,0.052985479,0.053023773
48.499893,0.089107331,0.082001217,0.07507323,0.068379967,0.063804927,0.060615997,0.058358397,0.056738696,0.055565103,0.05470997,0.054087332,0.053638884,0.053325162,0.053119932,0.053006663,0.052976376,0.0530265,0.053111993,0.05315172
48.7553155,0.090868625,0.083433268,0.076186273,0.069188511,0.064408199,0.061077928,0.058721216,0.057030888,0.055806342,0.054914163,0.054264554,0.053796635,0.053469207,0.053254885,0.0531364,0.053104359,0.053156045,0.053244662,0.053285884
48.9654648,0.092380842,0.08466266,0.07714146,0.069881966,0.064925296,0.061473678,0.059031931,0.057281044,0.056012827,0.055088907,0.054416192,0.053931594,0.053592423,0.053370303,0.053247338,0.053213777,0.053266773,0.053358038,0.053400529
49.2214365,0.094299604,0.086222427,0.078352923,0.070760943,0.065580339,0.061974743,0.059425171,0.057597538,0.056274005,0.055309892,0.054607925,0.05410221,0.053748169,0.053516171,0.053387519,0.053352009,0.053406629,0.053501214,0.053545299
49.4575833,0.096150914,0.087727314,0.079521387,0.071608191,0.066211328,0.062457137,0.059803584,0.057901991,0.056525176,0.055522361,0.054792235,0.054266191,0.053897832,0.053656316,0.053522173,0.053484762,0.053540908,0.053638653,0.053684258
49.6880058,0.098034014,0.089258066,0.080709605,0.072469258,0.066852208,0.062946821,0.060187543,0.058210795,0.056779863,0.055737756,0.054979045,0.054432368,0.054049473,0.053798288,0.053658556,0.05361919,0.05367685,0.053777768,0.053824902
49.923405,0.100041083,0.090889719,0.081975852,0.07338635,0.067534353,0.063467737,0.060595796,0.058539013,0.057050481,0.055966568,0.055177451,0.054608826,0.054210466,0.053948987,0.053803293,0.053761821,0.053821051,0.053925305,0.05397405
50.2090518,0.10259404,0.092965478,0.08358641,0.074552097,0.068400831,0.064128981,0.061113741,0.058955233,0.057393534,0.056256539,0.055428825,0.054832342,0.054414349,0.05413979,0.053986505,0.053942321,0.054003486,0.054111918,0.054162686
50.4227735,0.104590663,0.094589239,0.084846073,0.075463347,0.06907768,0.064645177,0.061517849,0.059279828,0.057660972,0.056482528,0.055624684,0.055006455,0.054573134,0.054288356,0.054129127,0.054082797,0.054145429,0.05425708,0.05430941
50.6761703,0.107062537,0.096600102,0.08640592,0.076591193,0.069914867,0.065283254,0.062017101,0.059680666,0.057991107,0.056761413,0.055866324,0.055221217,0.054768945,0.054471525,0.054304926,0.054255907,0.054320299,0.054435876,0.054490117
50.8889203,0.10922496,0.098359837,0.087770916,0.077577688,0.070646656,0.065840645,0.062452981,0.060030464,0.058279096,0.057004619,0.056076993,0.055408409,0.05493958,0.054631107,0.054458052,0.054406653,0.054472538,0.0545915,0.054647392
51.141742,0.111908039,0.100544288,0.089465444,0.078801816,0.071554134,0.066531401,0.062992836,0.06046349,0.058635462,0.057305467,0.056337518,0.055639839,0.05515049,0.054828306,0.054647226,0.054592837,0.05466051,0.054783607,0.054841522
51.3977138,0.11474992,0.102859368,0.09126151,0.08009874,0.072514902,0.067262189,0.063563605,0.060921059,0.059011853,0.057623099,0.056612487,0.055884028,0.055372965,0.055036263,0.054846664,0.054789066,0.054858562,0.054985966,0.055045993
51.6088605,0.117197567,0.104854617,0.092809768,0.081216352,0.073342308,0.067891106,0.064054502,0.061314385,0.059335253,0.057895909,0.056848577,0.05609363,0.055563876,0.055214668,0.055017713,0.054957314,0.05502832,0.055159374,0.055221197
51.864283,0.120282824,0.107371476,0.094763303,0.082626103,0.07438534,0.068683375,0.064672505,0.06180928,0.059741976,0.058238873,0.057145277,0.056356961,0.055803658,0.055438682,0.055232432,0.055168456,0.055241293,0.055376875,0.055440931
52.1071478,0.123347097,0.109874973,0.096707835,0.084029199,0.075422793,0.069470818,0.06528631,0.06230051,0.060145475,0.058578967,0.057439382,0.056617901,0.056041188,0.055660522,0.055445002,0.055377418,0.055451995,0.055591998,0.055658244
52.3599696,0.126649898,0.112587119,0.098822492,0.085558475,0.076553839,0.070328904,0.065954753,0.062835135,0.060584379,0.058948728,0.057759011,0.056901382,0.056299147,0.055901364,0.055675702,0.055604124,0.055680504,0.055825231,0.055893826
52.5736913,0.129520016,0.114954016,0.100675173,0.086902594,0.077549251,0.071084259,0.066543003,0.063305406,0.060970268,0.059273684,0.058039801,0.057150328,0.056525608,0.05611273,0.055878104,0.055802953,0.055880837,0.056029638,0.056100263
52.8270881,0.133015825,0.11784925,0.102950722,0.088559657,0.078778875,0.072018137,0.067270394,0.063886792,0.061447163,0.059675115,0.058386535,0.057457628,0.056805052,0.056373455,0.05612768,0.056048023,0.056127634,0.056281336,0.056354417
53.0825106,0.136634526,0.120859212,0.105326399,0.090296485,0.080070734,0.073000505,0.068035942,0.064498707,0.061948997,0.060097402,0.058751148,0.057780647,0.057098677,0.056647303,0.056389702,0.056305183,0.056386442,0.056545131,0.056620727
53.2926598,0.139684499,0.123406446,0.107344926,0.091777918,0.08117534,0.073841715,0.068691994,0.065023259,0.062379184,0.060459333,0.05906356,0.058057328,0.057350088,0.056881685,0.056613857,0.056525054,0.056607566,0.056770372,0.056848059
53.5486316,0.143482626,0.126590759,0.109877926,0.093643818,0.08256998,0.074905424,0.069522316,0.065687449,0.062923965,0.060917645,0.059459087,0.058407517,0.05766818,0.057178106,0.056897205,0.056802819,0.056886701,0.057054513,0.057134767
53.7847783,0.147068883,0.129610141,0.112289821,0.095427827,0.083907085,0.075927104,0.070320752,0.066326559,0.06344834,0.061358813,0.059839769,0.058744474,0.057974139,0.057463087,0.057169456,0.057069512,0.057154467,0.057326864,0.057409495
54.0152008,0.150641321,0.132629683,0.114711263,0.097225759,0.085258108,0.076961221,0.07112984,0.066974663,0.063980302,0.061806429,0.060225995,0.059086268,0.058284387,0.057751933,0.057445242,0.057339472,0.05742527,0.057602086,0.057687039
54.2506001,0.154365623,0.135790228,0.117255962,0.099122688,0.08668736,0.078057241,0.071988444,0.067663003,0.064545572,0.062282181,0.060636505,0.059449495,0.058613987,0.058058653,0.057737914,0.057625739,0.057712151,0.057893404,0.057980723
54.4813218,0.158086717,0.138960609,0.119818758,0.10104061,0.088136295,0.079170411,0.072861603,0.068363622,0.065121242,0.062766826,0.061054717,0.059819491,0.05894963,0.058370856,0.058035633,0.057916709,0.058003458,0.058188961,0.058278586
54.7499686,0.16250731,0.142743394,0.122890029,0.103349033,0.089885417,0.080516981,0.073919377,0.069213235,0.065819798,0.063355149,0.061562462,0.060268656,0.05935697,0.058749561,0.058396519,0.0582691,0.058355862,0.058546162,0.058638446
55.0033653,0.166762348,0.146401376,0.125873894,0.105602172,0.091598079,0.081838412,0.07495904,0.070049234,0.066507681,0.063934746,0.062062767,0.060711213,0.059758201,0.059122395,0.058751549,0.058615437,0.058701795,0.058896438,0.058991195
55.2161153,0.170395633,0.149537499,0.128442581,0.107549687,0.09308253,0.082985966,0.075863133,0.070776925,0.067106844,0.064439794,0.0624988,0.061096902,0.060107791,0.059447099,0.059060548,0.058916616,0.059002306,0.059200445,0.059297246
55.4689371,0.174787264,0.153344429,0.131574356,0.109934486,0.094905739,0.08439835,0.076977535,0.071674855,0.067846732,0.06506376,0.063037623,0.06157351,0.060539688,0.059848068,0.059441865,0.059287947,0.059372393,0.059574473,0.059673656
55.6826588,0.178558436,0.15662708,0.134286323,0.112008348,0.096495813,0.085632593,0.077952759,0.072461437,0.068495328,0.065610983,0.063510278,0.061991587,0.060918462,0.060199564,0.059775917,0.059612968,0.059695976,0.059901197,0.060002348
55.9360556,0.183100916,0.160598463,0.137582156,0.114540161,0.098443075,0.087147377,0.079151497,0.073429371,0.069294087,0.066285241,0.064092807,0.062506861,0.061385192,0.060632487,0.060187073,0.060012642,0.060093422,0.060302102,0.060405521
56.1914781,0.187752905,0.164684488,0.140989479,0.117170284,0.100472645,0.088729789,0.080405757,0.074443293,0.070131464,0.066992464,0.064703973,0.063047473,0.061874761,0.06108638,0.060617836,0.060430974,0.060508922,0.060720786,0.060826416
56.4016273,0.191636357,0.168110688,0.143859903,0.119396434,0.102196069,0.090076525,0.081474903,0.075308546,0.070846625,0.067596777,0.065226348,0.063509556,0.062293128,0.061474087,0.060985533,0.060787731,0.060862855,0.061077076,0.061184457
56.6575991,0.196430023,0.172358262,0.147434678,0.122181651,0.104359149,0.091770494,0.082821741,0.076399692,0.071749159,0.068359785,0.065886058,0.064093132,0.062821384,0.061963418,0.061449306,0.061237309,0.061308382,0.061525144,0.061634571
56.8937458,0.200914752,0.176351031,0.150811976,0.124826593,0.106420616,0.093388846,0.084110649,0.077445156,0.072614626,0.069091849,0.066519187,0.064653209,0.063328256,0.06243272,0.061893775,0.061667757,0.061734433,0.061953178,0.062064396
57.1241683,0.205345238,0.180313109,0.154179258,0.127476577,0.108492998,0.095019527,0.085411443,0.078501429,0.073489705,0.0698324,0.067159812,0.065219926,0.063841028,0.062907274,0.062342919,0.062102342,0.062164097,0.062384425,0.062497296
57.3923926,0.210569024,0.185007362,0.158189678,0.130649796,0.110983918,0.096984594,0.08698175,0.079778109,0.074548262,0.070728696,0.067935369,0.065906015,0.064461664,0.06348138,0.062885887,0.062627198,0.062682375,0.062904068,0.063018731
57.6452143,0.215556184,0.189512029,0.162059578,0.133729634,0.113411365,0.098904916,0.088519217,0.081029719,0.075586945,0.071608649,0.06869699,0.06657978,0.065071,0.064044744,0.063418288,0.06314131,0.063189393,0.06341186,0.06352807
57.8589361,0.219816527,0.193377528,0.165396688,0.136399132,0.115522986,0.1005795,0.08986217,0.08212421,0.076495915,0.072379063,0.069363945,0.067169793,0.065604469,0.064537744,0.06388388,0.063590509,0.063631901,0.063854624,0.063972028
58.1123328,0.224921002,0.198030751,0.169434686,0.139647066,0.118102159,0.102630333,0.091509842,0.083468689,0.077613405,0.073326683,0.070184498,0.067895679,0.066260631,0.065143843,0.064455877,0.064141847,0.064174391,0.06439688,0.064515549
58.3250828,0.229247246,0.201992426,0.172889832,0.14244105,0.120329262,0.104405802,0.092938764,0.084636021,0.078584385,0.074150431,0.070897931,0.068526783,0.066830975,0.065670427,0.064952497,0.064620101,0.064644447,0.064866287,0.064985888
58.5779046,0.234436854,0.206767196,0.17707614,0.145845565,0.123054098,0.106584174,0.094695274,0.086072784,0.079780455,0.075165633,0.071777367,0.069304714,0.067533826,0.066319034,0.065563757,0.065208197,0.065221783,0.065442245,0.065562777
58.8338763,0.239739647,0.211670505,0.181399352,0.149382872,0.125897636,0.108864295,0.096537536,0.087581686,0.081037637,0.076233222,0.072702367,0.070122904,0.068272835,0.067000649,0.066205634,0.065825135,0.065826686,0.066045069,0.066166345
59.0450231,0.244150475,0.215768452,0.185032009,0.152372748,0.128311441,0.110805588,0.098109173,0.088870626,0.082112446,0.077146379,0.073493716,0.070822839,0.068904853,0.067583284,0.066753897,0.066351589,0.066342256,0.066558344,0.066680063
59.3004456,0.249525538,0.220785082,0.189502325,0.156073323,0.131311621,0.113225521,0.100072134,0.090482545,0.083457638,0.078289754,0.074484735,0.071699314,0.06969605,0.068312293,0.067439409,0.067009221,0.066985559,0.067198161,0.067320206
59.5358448,0.254516925,0.225466733,0.193698034,0.159568746,0.134158825,0.11552961,0.10194525,0.092022894,0.084744251,0.079383879,0.07543324,0.072538122,0.070453,0.069009357,0.068094363,0.067636896,0.067598785,0.067807412,0.067929531
59.7665666,0.259440844,0.230106403,0.19787844,0.163072444,0.137025578,0.11785681,0.103841142,0.093584098,0.086049374,0.08049425,0.076395981,0.07338944,0.071220995,0.069716215,0.068758025,0.068272305,0.06821884,0.068422832,0.068544803
60.0027133,0.2645116,0.234906782,0.202227392,0.166740127,0.140040553,0.120312412,0.105846082,0.095237474,0.087432764,0.081671764,0.077417101,0.074292292,0.072035207,0.070465196,0.06946069,0.06894439,0.068873891,0.069072318,0.069193891
60.2886101,0.270688765,0.240784834,0.207585301,0.171290485,0.14380106,0.123386807,0.108362657,0.097316186,0.089173774,0.083154461,0.078703089,0.07542919,0.073060092,0.071407373,0.070343832,0.069788156,0.069695156,0.06988567,0.070006404
60.5013601,0.275309583,0.24520318,0.211635937,0.174753607,0.146677687,0.125747162,0.110299505,0.098918573,0.090517121,0.084299063,0.079695985,0.07630686,0.073850988,0.072134001,0.071024363,0.070437657,0.070326528,0.07051028,0.070630125
60.7541818,0.280826598,0.25050298,0.216521889,0.178958304,0.150188048,0.12863806,0.112677617,0.1008892,0.092170788,0.085708791,0.080919058,0.077387855,0.07482474,0.073028083,0.071861031,0.07123534,0.07110096,0.071275594,0.071394052
60.9679036,0.285508595,0.255020658,0.220709295,0.18258485,0.153230804,0.131152896,0.114751449,0.102610401,0.093616512,0.086941846,0.081988994,0.078333367,0.075676127,0.073809345,0.072591534,0.071931098,0.071775612,0.071941615,0.072058618
61.2213003,0.2910807,0.260421905,0.225743844,0.186974375,0.15693327,0.134224865,0.117291473,0.104722173,0.095392143,0.088457088,0.083303994,0.079495275,0.076721944,0.074768409,0.073487513,0.072783536,0.072601113,0.072755654,0.072870553
61.4767228,0.296715718,0.265910288,0.230889854,0.191493066,0.160766346,0.137418501,0.119939703,0.106928015,0.097248936,0.090042486,0.084680089,0.080710958,0.077815679,0.075770725,0.074423037,0.073672575,0.07346087,0.07360249,0.073714846
61.6868721,0.301365038,0.270458971,0.23517864,0.195284701,0.164000368,0.140124035,0.122189563,0.10880551,0.098831101,0.091394166,0.085853511,0.081747427,0.078747778,0.076624345,0.07521906,0.074428199,0.074190627,0.074320468,0.074430377
61.9428438,0.3070399,0.276034788,0.240464157,0.19998848,0.168034055,0.143512207,0.125015043,0.111167701,0.100823915,0.093097623,0.087332539,0.083053617,0.079921933,0.077698928,0.076220258,0.07537755,0.075106287,0.075220363,0.075326849
62.1789906,0.312285641,0.281212743,0.245401168,0.204413994,0.171851823,0.146733533,0.127709947,0.113425445,0.102731022,0.094728868,0.088749126,0.08430444,0.081045781,0.078726714,0.077176916,0.076283565,0.075978881,0.076076888,0.076179742
62.4094131,0.317410871,0.286293146,0.250271309,0.208809171,0.175664857,0.149964755,0.130421398,0.11570164,0.104656056,0.09637647,0.090180166,0.085567804,0.082180382,0.079763606,0.078141154,0.077195712,0.076856183,0.076937048,0.0770359
62.6448123,0.322652008,0.291510449,0.255299927,0.213378749,0.179652308,0.153358979,0.133278783,0.118105465,0.106691665,0.09811987,0.091694703,0.08690465,0.083380407,0.080859488,0.079159268,0.078157677,0.077780088,0.077841825,0.077936081
62.9304591,0.329015505,0.297874361,0.261470552,0.219029343,0.18461554,0.15760551,0.136866901,0.121131503,0.109258047,0.100319565,0.093606072,0.088591441,0.08489375,0.08224035,0.08044073,0.079366832,0.07893954,0.078975749,0.079063701
63.1441808,0.333776735,0.302656402,0.266133443,0.223330415,0.1884172,0.16087432,0.139638829,0.123474865,0.111248398,0.102026843,0.095089908,0.089900691,0.086067767,0.083310736,0.08143302,0.080301919,0.079834818,0.079850192,0.079932881
63.3975776,0.339420589,0.308348116,0.271713267,0.228513647,0.193026915,0.164857457,0.14302872,0.12634769,0.113692163,0.104124725,0.096913687,0.091509613,0.087509769,0.08462441,0.082649569,0.081446858,0.080929334,0.08091787,0.080993642
63.6103276,0.34415531,0.313141413,0.276436409,0.23293083,0.196978886,0.168288707,0.145959324,0.128837326,0.115813166,0.105946976,0.09849825,0.092907272,0.088761806,0.085764142,0.083703961,0.082437943,0.081875374,0.081839573,0.081908969
63.8631493,0.349776331,0.318854399,0.282095453,0.238260584,0.201777397,0.172476341,0.149549676,0.131895513,0.118422868,0.108191086,0.100450226,0.094628733,0.090303106,0.087166035,0.084999468,0.083654032,0.083034346,0.082967235,0.083028296
64.1191211,0.355457902,0.324652445,0.287870299,0.243739762,0.206743591,0.176834257,0.153301588,0.13510056,0.121162882,0.110549566,0.102502372,0.096438241,0.091922336,0.088637509,0.086357686,0.084927158,0.084245623,0.084144123,0.084195892
64.3302678,0.360136431,0.329445018,0.292668303,0.248324112,0.210925502,0.180523616,0.156490883,0.137832801,0.123502958,0.112565809,0.104257357,0.097985507,0.093306161,0.089893981,0.087516126,0.086011498,0.085275574,0.085143449,0.085186834
64.5856903,0.365783238,0.335250103,0.298508337,0.253941644,0.216081903,0.185096592,0.160460018,0.141242854,0.126428926,0.115089417,0.10645478,0.099922602,0.095037745,0.091464891,0.088962857,0.087363834,0.086558006,0.086386077,0.086418442
64.8210896,0.370973911,0.340606523,0.303925169,0.259189974,0.22093227,0.189423123,0.164232202,0.144494152,0.129224516,0.117503398,0.108557684,0.101776159,0.096693723,0.092965822,0.090343427,0.088652357,0.087777723,0.087566162,0.087587432
65.0518113,0.376046809,0.345859467,0.309262791,0.264396346,0.225774614,0.193766261,0.168035246,0.147782281,0.132057552,0.119952542,0.11069219,0.103657402,0.098373559,0.094487046,0.09174102,0.08995488,0.089008588,0.088755342,0.088764831
65.2879581,0.381222649,0.351237389,0.314753579,0.269788493,0.230822479,0.198319467,0.172040248,0.151256423,0.135057379,0.122549113,0.112956336,0.105652758,0.100154348,0.096098236,0.093219459,0.091330673,0.09030638,0.090007325,0.090003751
65.5738548,0.387464305,0.357746781,0.321434252,0.276398193,0.237055196,0.203977505,0.177042756,0.155612362,0.138828185,0.125817853,0.11580837,0.108166084,0.102396098,0.098124426,0.095076135,0.093055487,0.09193012,0.091571119,0.091550296
65.7866048,0.392089815,0.362587069,0.326425784,0.281371038,0.241776535,0.208289706,0.180874295,0.158961015,0.141734255,0.1283407,0.118011007,0.110107098,0.104126446,0.099686886,0.096505994,0.094381631,0.093176146,0.092769221,0.0927345
66.0394266,0.39756412,0.368333869,0.332379147,0.287341548,0.247482668,0.21353259,0.185555761,0.163067689,0.145307224,0.131447216,0.120725081,0.112498837,0.106257497,0.10160935,0.098263003,0.09600854,0.094701822,0.094233862,0.09418132
66.2531483,0.402171096,0.373184623,0.337425822,0.292434771,0.252381423,0.218059892,0.189617892,0.166644229,0.148426894,0.134163802,0.123100174,0.114591952,0.108121573,0.103289441,0.099796551,0.09742629,0.096028866,0.095505833,0.095437111
66.5065451,0.40760779,0.378926353,0.343425593,0.298529237,0.258282062,0.223546557,0.194566248,0.171018385,0.152252902,0.137501151,0.126020359,0.117165663,0.110412523,0.105352286,0.10167692,0.09916172,0.097649996,0.097057081,0.096967706
66.7619676,0.413057905,0.384699992,0.349485738,0.304726424,0.264323835,0.229201003,0.199694204,0.175570872,0.15624705,0.140991789,0.129077506,0.119860454,0.112810064,0.107508935,0.103639979,0.100970206,0.099335759,0.098667302,0.098555473
66.9721168,0.417518619,0.389438942,0.354480516,0.309866229,0.269367587,0.233950717,0.204024731,0.179431632,0.159644528,0.14396663,0.131685392,0.122159632,0.114854697,0.109346362,0.10531015,0.102506166,0.1007645,0.100029643,0.099897977
67.2280886,0.4229218,0.395194305,0.360570163,0.316169912,0.27559232,0.239847901,0.209429774,0.184270582,0.163915766,0.147713827,0.134973654,0.125059286,0.117432268,0.111660581,0.107410885,0.10443479,0.102554841,0.101733879,0.101576376
67.4642353,0.427876251,0.400486459,0.366192858,0.322027254,0.281415585,0.245401097,0.214549165,0.188875311,0.167994236,0.151299894,0.138124212,0.127838316,0.119901561,0.113875349,0.109418342,0.106274268,0.104258539,0.103352554,0.103169421
67.6946578,0.432681432,0.405632026,0.371680192,0.327776668,0.287167303,0.250919778,0.219664718,0.19349725,0.172101588,0.154919282,0.141307806,0.13064742,0.122396668,0.116111192,0.111442077,0.108125334,0.105969284,0.104975004,0.104765153
67.9300571,0.437559789,0.410868822,0.377285378,0.333683366,0.293113506,0.256660705,0.225016382,0.198355114,0.176433744,0.158745717,0.144677862,0.13362223,0.125038064,0.118475901,0.113579379,0.110076645,0.10776865,0.106678313,0.106439288
68.1607788,0.44231021,0.415980202,0.382775561,0.339500946,0.299005842,0.262384656,0.23038234,0.203248952,0.18081365,0.162623737,0.148098035,0.13664267,0.127719186,0.120873989,0.115743774,0.112049036,0.109583397,0.108392973,0.108123448
68.4294256,0.447801791,0.421903494,0.389161314,0.34630718,0.305944656,0.269170096,0.236782747,0.209116817,0.186086493,0.167305334,0.152233517,0.140296924,0.130962027,0.123771669,0.118355014,0.114423774,0.111762935,0.110448036,0.110140454
68.6828223,0.452941452,0.427460879,0.395175045,0.352755346,0.312562923,0.275687225,0.242970404,0.21482159,0.191235328,0.171890865,0.156291465,0.143885174,0.134145549,0.126613486,0.120911712,0.116743847,0.11388667,0.112446032,0.112099881
68.8955723,0.457225772,0.432102869,0.400213915,0.358185513,0.318168484,0.281240366,0.248273066,0.219734847,0.19568731,0.175866894,0.159815986,0.147003918,0.136912129,0.129081045,0.123128564,0.118751711,0.115720361,0.114167794,0.113787224
69.1483941,0.462279693,0.43758999,0.406188975,0.364657567,0.324889018,0.287939514,0.254708465,0.22572921,0.201141944,0.180753243,0.164155564,0.150846987,0.140320893,0.132118754,0.125853564,0.121214831,0.117964239,0.1162703,0.115846147
69.3621158,0.46651973,0.442202152,0.411225914,0.370139543,0.330613166,0.293679395,0.260254404,0.230921863,0.205886962,0.185016977,0.167949503,0.154209803,0.1433036,0.134774699,0.128232731,0.123361179,0.119914863,0.118094328,0.117631064
69.6155126,0.471507926,0.44763845,0.417180354,0.376651452,0.337451412,0.300578517,0.266960849,0.237235515,0.211682376,0.190241951,0.17260868,0.158343704,0.146970335,0.138037124,0.131150828,0.125988283,0.122296291,0.120316373,0.119803763
69.8709351,0.476492532,0.453081097,0.42315931,0.3832222,0.344391649,0.30762515,0.273854412,0.243763297,0.217703619,0.195690474,0.17747885,0.162669963,0.150808178,0.141449138,0.134198056,0.128725714,0.124771036,0.122620198,0.122054562
70.0810843,0.480560405,0.457530466,0.42806033,0.388632612,0.350137177,0.313493552,0.279630026,0.249263106,0.222800711,0.200319417,0.181626368,0.166358811,0.154081182,0.144356928,0.136791186,0.131050362,0.12686711,0.124567153,0.123955172
70.3370561,0.485474269,0.462913584,0.434004518,0.395221922,0.357169978,0.320717375,0.286780954,0.256109826,0.229175921,0.206130195,0.186845684,0.171007083,0.158206633,0.148019809,0.140053243,0.13396885,0.129491988,0.127000023,0.126328276
70.5732028,0.489967102,0.467843571,0.439462482,0.401298808,0.363690669,0.327455766,0.293493338,0.262575205,0.235227459,0.211668568,0.191834387,0.175456893,0.162157496,0.151525501,0.143170703,0.136751849,0.131987997,0.129307892,0.128577489
70.8036253,0.494313237,0.472619452,0.444761925,0.40722222,0.370077339,0.334092069,0.300142434,0.269015587,0.24128549,0.217234844,0.1968622,0.179948728,0.166147581,0.15506423,0.146313358,0.139551661,0.134492527,0.131618428,0.130827463
71.0718496,0.499324855,0.478134787,0.450896343,0.41410671,0.377537772,0.341889398,0.308003454,0.276676314,0.248530803,0.223921538,0.202921241,0.185371975,0.170968077,0.159337435,0.150102946,0.142920416,0.13749738,0.134383671,0.133517805
71.3246713,0.50400142,0.483288968,0.456642564,0.420581752,0.384590413,0.349304619,0.31552754,0.284055751,0.255550803,0.230431454,0.20884083,0.190681693,0.175691432,0.163522865,0.153809397,0.146207708,0.140420704,0.137066812,0.136125767
71.5383931,0.507918785,0.487611546,0.461470914,0.426040733,0.390561762,0.355614732,0.321965774,0.290405495,0.261622437,0.236086276,0.21399946,0.195318197,0.179819372,0.167179823,0.157044068,0.14907096,0.142960273,0.139392387,0.138384294
71.7917898,0.512520191,0.49269497,0.467160041,0.432494495,0.397651614,0.363145273,0.329692878,0.298070596,0.268991608,0.242981259,0.220311451,0.201004042,0.184886534,0.171668054,0.161009303,0.152573699,0.146058429,0.142222566,0.141130426
72.0045398,0.516347302,0.496927421,0.471904904,0.437893373,0.403605951,0.369499847,0.336248174,0.304609287,0.275310931,0.248920852,0.22576796,0.205930664,0.189281911,0.1755611,0.164445121,0.155603009,0.148730832,0.144658156,0.14349168
72.2573616,0.520851806,0.501914235,0.477505006,0.444284623,0.410682565,0.377088474,0.344119197,0.312505251,0.282984006,0.25616769,0.232450659,0.21197982,0.19468561,0.180347445,0.168664914,0.159316189,0.151997491,0.147628022,0.1463683
72.5133333,0.525364391,0.506914999,0.483130054,0.450723382,0.417839822,0.38480095,0.352163492,0.320623164,0.290918835,0.263700835,0.239426441,0.21831258,0.200351316,0.185366937,0.173085958,0.163198707,0.155403385,0.150716523,0.149356999
72.7244801,0.529049991,0.511003035,0.48773533,0.456009044,0.423736383,0.391183356,0.35885509,0.327413796,0.297593177,0.270069189,0.245347799,0.223703709,0.205182255,0.189648199,0.176853554,0.166501181,0.158292542,0.153329962,0.151883674
72.9799026,0.533464161,0.515903001,0.493262459,0.462367851,0.430853016,0.398917885,0.367003501,0.335726567,0.305807256,0.277945363,0.252701232,0.230418689,0.211209905,0.194992548,0.181553473,0.170613894,0.161881351,0.15656868,0.155012145
