Time ((min)),Degree of Cure [z = 49.990 mm: Degree of Cure],Degree of Cure [z = 49.521 mm: Degree of Cure 1],Degree of Cure [z = 48.125 mm: Degree of Cure 2],Degree of Cure [z = 46.250 mm: Degree of Cure 3],Degree of Cure [z = 44.375 mm: Degree of Cure 4],Degree of Cure [z = 42.500 mm: Degree of Cure 5],Degree of Cure [z = 40.625 mm: Degree of Cure 6],Degree of Cure [z = 38.750 mm: Degree of Cure 7],Degree of Cure [z = 36.875 mm: Degree of Cure 8],Degree of Cure [z = 35.000 mm: Degree of Cure 9],Degree of Cure [z = 33.125 mm: Degree of Cure 10],Degree of Cure [z = 31.250 mm: Degree of Cure 11],Degree of Cure [z = 29.375 mm: Degree of Cure 12],Degree of Cure [z = 27.500 mm: Degree of Cure 13],Degree of Cure [z = 25.625 mm: Degree of Cure 14],Degree of Cure [z = 23.750 mm: Degree of Cure 15],Degree of Cure [z = 21.875 mm: Degree of Cure 16],Degree of Cure [z = 20.479 mm: Degree of Cure 17],Degree of Cure [z = 20.010 mm: Degree of Cure 18]
48.499893,0.152548913,0.147361544,0.133970607,0.11990591,0.109497732,0.101869629,0.096375406,0.092557248,0.090104757,0.088823066,0.088611522,0.089452292,0.091408114,0.094628958,0.099367958,0.106007256,0.115093273,0.123779053,0.127159485
48.7553155,0.157207569,0.151840566,0.137953696,0.12332056,0.112459767,0.104483551,0.098730307,0.094727908,0.092154687,0.090808013,0.09058289,0.091460402,0.09350537,0.096873005,0.101824828,0.108754153,0.118220032,0.127250756,0.130760324
48.9654648,0.161190455,0.155675082,0.141375367,0.126264046,0.115019035,0.106745461,0.100769999,0.096609044,0.093931663,0.092528742,0.092291625,0.093200449,0.095321732,0.098814993,0.103948576,0.111124703,0.120912046,0.13023284,0.133850492
49.2214365,0.16622062,0.160524543,0.145717892,0.130012967,0.118286471,0.109637818,0.103380778,0.099018258,0.096208112,0.09473326,0.094480489,0.095428721,0.097646505,0.101298565,0.106661408,0.114147655,0.124336616,0.134017418,0.137768565
49.4575833,0.171046248,0.165184178,0.149907328,0.133644698,0.121460773,0.112453023,0.105924944,0.101367648,0.098428808,0.096883957,0.096615597,0.097601457,0.099911911,0.103716402,0.109298747,0.117080587,0.127649754,0.137668726,0.141544552
49.6880058,0.175925469,0.169902833,0.154166685,0.137352182,0.124710507,0.115340597,0.108537673,0.103782087,0.100711814,0.099095195,0.098810491,0.099834204,0.102238419,0.106197069,0.112000829,0.12007949,0.131027832,0.141381426,0.145379913
49.923405,0.181090922,0.174906519,0.158702569,0.141317888,0.128197405,0.118445408,0.11135076,0.106383786,0.103172907,0.101479181,0.101176496,0.102240029,0.104743524,0.108865332,0.114902756,0.123293096,0.1346366,0.145335922,0.149460335
50.2090518,0.187606641,0.181230294,0.164463815,0.146381472,0.132666283,0.122434732,0.114971238,0.109735564,0.106345191,0.104552519,0.104226115,0.105339451,0.107968118,0.112295522,0.118626357,0.1274057,0.139237898,0.15036033,0.154637662
50.4227735,0.192658493,0.186142566,0.168961252,0.15035507,0.136186412,0.125585257,0.117835325,0.112389839,0.108858691,0.106988009,0.106642394,0.107793972,0.110519575,0.115006106,0.121563223,0.130640703,0.142843938,0.154284173,0.158675449
50.6761703,0.198855292,0.19217969,0.174516522,0.155290014,0.140575478,0.129524292,0.121422768,0.115718231,0.112012449,0.110044449,0.109674194,0.110872134,0.113716364,0.118397522,0.125230347,0.134668684,0.147316541,0.159133264,0.163658371
50.8889203,0.20422438,0.197420351,0.179363222,0.159619085,0.144441159,0.133003383,0.124597282,0.11866696,0.114808225,0.112754497,0.112361934,0.113599515,0.116546196,0.121395354,0.128465225,0.138211684,0.151235259,0.163366338,0.168002189
51.141742,0.210814143,0.203865729,0.185356932,0.165005072,0.149272276,0.137365251,0.128585879,0.1223769,0.11832833,0.116167497,0.115746206,0.117031611,0.120103395,0.125157583,0.132515449,0.142633322,0.156104424,0.168604823,0.173369424
51.3977138,0.217707644,0.210623288,0.191678901,0.170724124,0.154428015,0.142037035,0.132868385,0.126366439,0.122116983,0.119841952,0.119388998,0.120723348,0.123925054,0.12919205,0.136847293,0.147345206,0.161267952,0.174135125,0.179026022
51.6088605,0.223569966,0.21638268,0.197099306,0.175660547,0.158901001,0.146105205,0.136607108,0.129855101,0.125433006,0.123059056,0.122577742,0.123952652,0.127263792,0.132709961,0.140614231,0.151427374,0.165719315,0.178881206,0.183872233
51.864283,0.230862532,0.223562825,0.203897159,0.181893381,0.164578227,0.151288427,0.141383277,0.134319501,0.129680601,0.127181388,0.126662937,0.128086796,0.131532455,0.137198793,0.145407336,0.156601762,0.171333356,0.184839763,0.189946125
52.1071478,0.237975751,0.230591524,0.21060828,0.188098717,0.17026505,0.156503613,0.146203926,0.138834669,0.133981486,0.131357235,0.130800265,0.132270143,0.135845323,0.14172361,0.150223101,0.161777699,0.176916795,0.190735255,0.195944134
52.3599696,0.245379594,0.237961402,0.217771864,0.194833802,0.176499336,0.162256052,0.151541872,0.14384647,0.138761929,0.136001082,0.135400225,0.136916868,0.140627713,0.146728017,0.155529867,0.167453178,0.182998866,0.197118,0.202422459
52.5736913,0.251625565,0.244207541,0.223923404,0.200706493,0.181997498,0.167368037,0.156308254,0.148334417,0.143049317,0.140168435,0.139527444,0.141082265,0.144907555,0.151195059,0.160249331,0.172474345,0.188340418,0.20268378,0.208055596
52.8270881,0.259008967,0.251622629,0.231316892,0.207872457,0.188789731,0.173741226,0.162287761,0.153986734,0.148460899,0.145433304,0.144741051,0.146338707,0.150297691,0.15680334,0.166147167,0.178707713,0.194910055,0.209469051,0.214899542
53.0825106,0.266421258,0.259097003,0.23885886,0.215293027,0.195914392,0.180494424,0.168670664,0.160050151,0.154283078,0.151105222,0.150357921,0.151995178,0.156084123,0.162800702,0.172418168,0.185282132,0.201763767,0.216477459,0.221942047
53.2926598,0.27249181,0.265240716,0.24512531,0.221544533,0.201990419,0.18631155,0.174210741,0.165340972,0.159380283,0.156078955,0.155284174,0.156950168,0.161139596,0.168018073,0.177839584,0.190917229,0.20757277,0.222359051,0.227830715
53.5486316,0.279847645,0.27270974,0.25281877,0.229318712,0.209634647,0.193702074,0.1813036,0.17215257,0.165966354,0.162517398,0.161662769,0.163357749,0.167658329,0.174714367,0.184751569,0.198038018,0.214831488,0.229638094,0.235093175
53.7847783,0.286590918,0.279580477,0.259969744,0.236644272,0.216929187,0.200831527,0.188205878,0.178824252,0.172444962,0.168865133,0.167953642,0.169667479,0.174055187,0.181248924,0.191443871,0.204862237,0.221700982,0.236454385,0.241868296
54.0152008,0.293127516,0.286261066,0.266987395,0.243922495,0.224260919,0.208070481,0.195272783,0.185698312,0.179148645,0.175448379,0.174480189,0.176203342,0.180657966,0.187956302,0.198260367,0.211744992,0.228548166,0.243182791,0.24853315
54.2506001,0.299756949,0.293056948,0.274191525,0.251486343,0.231969746,0.215761315,0.202846169,0.193114307,0.186413927,0.182600676,0.181573462,0.183294469,0.187794139,0.19516199,0.205523473,0.219003728,0.235682773,0.250125275,0.255386538
54.4813218,0.306204365,0.299685107,0.281279022,0.259015733,0.239730768,0.223583835,0.210616102,0.200774175,0.193953153,0.19004134,0.188955321,0.190660674,0.195177497,0.202571267,0.212929995,0.226330364,0.242799495,0.256985092,0.262136127
54.7499686,0.313644332,0.307356539,0.289557207,0.267920149,0.249020921,0.233052008,0.220110302,0.210204145,0.203283125,0.199275339,0.198119708,0.199786396,0.204282774,0.211644977,0.221916909,0.235121173,0.251230319,0.265030018,0.270024341
55.0033653,0.32059167,0.314541783,0.29738296,0.276445626,0.258027532,0.242338038,0.229515624,0.219620647,0.212652102,0.208576086,0.207353701,0.208960036,0.213390317,0.220652827,0.230751121,0.243661248,0.259313149,0.272663435,0.277482591
55.2161153,0.326370525,0.320533624,0.303959495,0.283686779,0.265758357,0.25038767,0.237739284,0.227911323,0.220941423,0.216826894,0.215547738,0.217083593,0.221419859,0.228542255,0.238422701,0.251002861,0.266184439,0.279096568,0.283749546
55.4689371,0.333169265,0.327601081,0.311777844,0.29238915,0.27515022,0.260267115,0.24792362,0.23825382,0.231335991,0.227202292,0.22585478,0.227278986,0.231449765,0.238328336,0.247853529,0.259933684,0.274447426,0.286764209,0.291196632
55.6826588,0.338858216,0.333528891,0.318383114,0.299815218,0.283245424,0.268864122,0.256861406,0.24739342,0.240567151,0.23644123,0.235035361,0.236340418,0.24032385,0.246929132,0.256072122,0.267640294,0.281501872,0.293256839,0.297485013
55.9360556,0.345530092,0.340497679,0.326205754,0.308699839,0.293030089,0.279357297,0.267866392,0.258728077,0.252074661,0.247990884,0.246515214,0.247645248,0.251342343,0.257534112,0.266117097,0.276964532,0.289944204,0.300962065,0.304926779
56.1914781,0.352174998,0.347455048,0.33407324,0.317726516,0.30307335,0.290234101,0.279375215,0.270668833,0.264261913,0.260258281,0.258711986,0.259627715,0.262964407,0.268640693,0.276543714,0.286544621,0.298523554,0.308727059,0.312405122
56.4016273,0.35757885,0.353125683,0.340529458,0.325203499,0.31147092,0.299411215,0.289165354,0.280895675,0.274751518,0.270845515,0.269241107,0.26994898,0.272929667,0.278101072,0.285351698,0.294561407,0.305630622,0.315109993,0.318536407
56.6575991,0.364084569,0.359966492,0.348366194,0.334356239,0.32183827,0.310834216,0.301442589,0.293800703,0.288048521,0.284300118,0.282625484,0.283042654,0.285518932,0.289980234,0.296328417,0.304466627,0.314331551,0.322869742,0.325972588
56.8937458,0.370009334,0.366209906,0.35556538,0.342839133,0.331532331,0.321606766,0.313110785,0.306145358,0.300828749,0.297266045,0.295527596,0.295638111,0.297576515,0.301285978,0.306693278,0.31373616,0.322396148,0.330009084,0.332797151
57.1241683,0.375719329,0.37223844,0.362556556,0.351140404,0.3410915,0.332307484,0.324778607,0.318558778,0.313733152,0.310388213,0.308589019,0.308366504,0.309716007,0.312606861,0.317001832,0.322884181,0.330288953,0.336951516,0.339418996
57.3923926,0.38227602,0.379174529,0.370647542,0.360822865,0.352327113,0.344977206,0.338685243,0.333436518,0.329262927,0.326216787,0.324349559,0.323698812,0.324285333,0.326120702,0.329224172,0.333646384,0.339496331,0.344997104,0.347075837
57.6452143,0.388366609,0.385630146,0.378221737,0.369955872,0.363003333,0.357099759,0.352074316,0.347835186,0.344350509,0.341628575,0.339700746,0.338609967,0.338406791,0.339153634,0.34093665,0.343883375,0.348183216,0.352539167,0.354237627
57.8589361,0.393448423,0.391024996,0.384580603,0.377669075,0.372070925,0.367449801,0.363558965,0.360233605,0.357379365,0.354959659,0.352983958,0.351498893,0.350583655,0.350350608,0.35095129,0.35258701,0.355522246,0.358878666,0.360246884
58.1123328,0.39939193,0.397344484,0.392063211,0.386797513,0.382859545,0.379823794,0.377347217,0.375170239,0.373115466,0.37108511,0.369057391,0.367082061,0.365275502,0.363816394,0.362943174,0.362954303,0.364211423,0.366347388,0.367314304
58.3250828,0.404315395,0.402586468,0.398294077,0.394435146,0.391924958,0.390260444,0.389013707,0.387840751,0.386489384,0.384805878,0.382739003,0.38033996,0.377757669,0.375230209,0.373074494,0.371676769,0.371485926,0.372574125,0.373197773
58.5779046,0.410084904,0.408737327,0.4056326,0.403470644,0.402690845,0.40269469,0.402949374,0.40300634,0.402520551,0.401268405,0.399161014,0.396249756,0.392722339,0.388889742,0.385166675,0.382049768,0.380097917,0.37991672,0.380125763
58.8338763,0.415838709,0.414878878,0.41298461,0.412557159,0.413550493,0.415266384,0.41706306,0.418384364,0.41879056,0.417986931,0.415845581,0.41241634,0.407924217,0.402753063,0.397417862,0.392530734,0.388767225,0.38728276,0.38706704
59.0450231,0.42051721,0.419877854,0.418985787,0.419996736,0.422461612,0.425597554,0.42867157,0.431039041,0.432183701,0.43175393,0.429590231,0.425739827,0.420455693,0.414178945,0.407506042,0.401145618,0.395872819,0.393303207,0.392734286
59.3004456,0.4260975,0.42584518,0.426164546,0.428914277,0.433155685,0.438001194,0.442607461,0.446225763,0.448252196,0.448271152,0.446087288,0.441743194,0.435520753,0.427924126,0.419643589,0.41150327,0.404401201,0.400514777,0.399517397
59.5358448,0.431162209,0.431265178,0.432697043,0.437041829,0.442908063,0.449309608,0.455302472,0.460046634,0.462864401,0.463287858,0.461092134,0.456314221,0.449256775,0.44047397,0.430735546,0.420968845,0.4121864,0.407087083,0.405694917
59.7665666,0.436055026,0.436503829,0.439018201,0.444911314,0.452347458,0.46024261,0.467556502,0.473365853,0.476929088,0.477734815,0.475533476,0.470355534,0.462517847,0.452614464,0.441484258,0.430150499,0.419737524,0.413456395,0.411679096
60.0027133,0.440989622,0.441789045,0.445399828,0.45285553,0.461866144,0.471246758,0.479862237,0.486712031,0.490999299,0.492177235,0.489976029,0.484418604,0.475829657,0.46483357,0.452329263,0.439430896,0.427375357,0.419897011,0.417728791
60.2886101,0.446866019,0.448083962,0.453001043,0.462308243,0.473167848,0.484273106,0.49438093,0.502409911,0.507511402,0.509108806,0.506915038,0.500943086,0.491518146,0.479286429,0.465203238,0.450480345,0.436485971,0.427583133,0.424948319
60.5013601,0.451170827,0.452695061,0.458565751,0.469215723,0.481402685,0.493730447,0.504881687,0.513724754,0.519383535,0.521268523,0.519084885,0.51283788,0.502847113,0.489764608,0.474575446,0.45855386,0.443160703,0.433220719,0.430244881
60.7541818,0.456209854,0.458091328,0.465070921,0.477270809,0.49097284,0.504677026,0.516985905,0.526720021,0.532983137,0.535180441,0.533013397,0.526477948,0.515880993,0.501870238,0.485452209,0.467962707,0.450965278,0.439823721,0.436451051
60.9679036,0.460407098,0.462584169,0.470478038,0.483945101,0.49887055,0.513669782,0.526885143,0.537306877,0.544031702,0.546467983,0.5443182,0.537570491,0.526516715,0.511792445,0.494411076,0.475749379,0.457450309,0.445322849,0.441622927
61.2213003,0.465308213,0.467827198,0.476774112,0.491686613,0.507988138,0.523998676,0.538199129,0.549356003,0.556568947,0.559258355,0.557132335,0.550170041,0.538641214,0.523157987,0.504729009,0.484765909,0.464995588,0.451739449,0.447662676
61.4767228,0.470168864,0.473022386,0.482994276,0.499297539,0.516901497,0.534036575,0.549133003,0.56094599,0.568588981,0.571502005,0.569402788,0.562261874,0.550323244,0.534167296,0.514785349,0.493609596,0.472439446,0.45809318,0.453649862
61.6868721,0.474107275,0.47722769,0.488012854,0.505406601,0.524014843,0.542000209,0.557760122,0.570049644,0.578000871,0.581074727,0.578999296,0.571738478,0.559513164,0.542872629,0.522785394,0.500689768,0.478434934,0.463230899,0.458497055
61.9428438,0.47883335,0.482268285,0.494006225,0.512661546,0.532411459,0.551343921,0.567826944,0.580625354,0.588901214,0.59214524,0.590100322,0.582722849,0.570204247,0.553051432,0.532196578,0.509073437,0.485579692,0.469379982,0.464306288
62.1789906,0.483123584,0.486837672,0.499415419,0.519166586,0.539888292,0.559608073,0.576677064,0.589877958,0.598406362,0.601783677,0.59976802,0.592309478,0.57957168,0.562019336,0.540544044,0.51656441,0.492010759,0.474943103,0.469570467
62.4094131,0.487247059,0.491223088,0.504583365,0.525340786,0.546936974,0.567348654,0.584919427,0.59845643,0.607192141,0.610679838,0.608693387,0.601177317,0.588268174,0.570387781,0.548383136,0.523649209,0.498137348,0.480270144,0.474619613
62.6448123,0.491395782,0.495628319,0.509749106,0.531469161,0.553883928,0.574926851,0.592942471,0.606769052,0.615679888,0.619261966,0.617305737,0.609750653,0.596706103,0.578549314,0.55607786,0.530654614,0.504241663,0.485607156,0.479687309
62.9304591,0.496345261,0.500873745,0.515864089,0.53866444,0.561974438,0.583686703,0.60215757,0.616269805,0.625348993,0.629023537,0.627104143,0.619524882,0.606363432,0.587943024,0.56499782,0.53884278,0.511439444,0.491940954,0.485714307
63.1441808,0.499989226,0.504728154,0.520331214,0.543878529,0.567791447,0.589940189,0.608696681,0.62298073,0.632158121,0.635888024,0.6339961,0.626412931,0.613193601,0.594621695,0.571382541,0.5447501,0.516676662,0.496578945,0.490136985
63.3975776,0.504243518,0.509219336,0.525505724,0.549870202,0.574425065,0.597022945,0.616060997,0.630506117,0.639772102,0.643553819,0.641694187,0.634120207,0.620861695,0.602156671,0.578632048,0.551508621,0.522718645,0.501963568,0.495282535
63.6103276,0.507762315,0.512926812,0.529752332,0.554748953,0.579786602,0.602710051,0.621942391,0.636491868,0.64581234,0.649627706,0.647794843,0.640238174,0.62696762,0.60818445,0.584466768,0.556987962,0.527656922,0.50639203,0.499523271
63.8631493,0.511880152,0.517256359,0.534680606,0.560364215,0.58591021,0.609161984,0.628578379,0.643218173,0.652581972,0.656426739,0.654625169,0.647099093,0.633836484,0.614997084,0.591101972,0.563265835,0.533362799,0.511542512,0.504466423
64.1191211,0.515981694,0.521559006,0.539545463,0.565858568,0.591853542,0.615380237,0.634938024,0.649637538,0.659025313,0.662890037,0.661119495,0.653633358,0.640399211,0.621537267,0.597512514,0.569378705,0.538968396,0.516637987,0.509368489
64.3302678,0.519313406,0.525046394,0.543463027,0.570245897,0.5965631,0.620275411,0.639918335,0.654645303,0.664039366,0.667913908,0.666168404,0.658721073,0.645524089,0.626667124,0.602570532,0.574237304,0.543461557,0.520749692,0.513333236
64.5856903,0.523284156,0.529193805,0.548092886,0.575389184,0.602044075,0.625937377,0.645650707,0.660388769,0.669776953,0.673656731,0.671940817,0.664546011,0.651407449,0.632580303,0.608433153,0.579907695,0.548747657,0.525618176,0.518038143
64.8210896,0.526885545,0.532946609,0.552253594,0.57997093,0.606888547,0.630908994,0.650658146,0.665387068,0.674758182,0.678637049,0.67694769,0.669605899,0.656532639,0.637753727,0.613592437,0.584934631,0.553474524,0.530002038,0.522284965
65.0518113,0.530362987,0.536562321,0.556236797,0.58432181,0.611456034,0.635568414,0.655329251,0.670033924,0.679379246,0.683252757,0.68158875,0.674302284,0.661301756,0.642586399,0.618437412,0.589686963,0.557978666,0.534206314,0.526366969
65.2879581,0.53386886,0.540199475,0.560217758,0.588634885,0.615951477,0.640127187,0.659878404,0.674544447,0.683855303,0.68771935,0.686080588,0.678853549,0.665935068,0.647299371,0.623187083,0.594376829,0.562458916,0.538415495,0.530463021
65.5738548,0.538042846,0.5445191,0.564912112,0.59367567,0.621164679,0.645380117,0.665094377,0.679697816,0.688957854,0.692805942,0.691196796,0.684044576,0.671233746,0.652711092,0.628671483,0.599831022,0.567714281,0.543388032,0.535313994
65.7866048,0.54110026,0.547675921,0.568320082,0.59730499,0.624891325,0.649113205,0.668784495,0.683331891,0.692548776,0.696382335,0.694794568,0.687699522,0.674973509,0.656544781,0.632576502,0.603740049,0.571510733,0.547003847,0.538849595
66.0394266,0.544679281,0.551363158,0.572275474,0.601484318,0.629153805,0.653359626,0.672964356,0.687435904,0.696596386,0.700410121,0.69884702,0.691821163,0.67920029,0.660892665,0.6370264,0.608221958,0.575896199,0.551206793,0.542968391
66.2531483,0.547660848,0.554428452,0.575544,0.604912414,0.632628008,0.656803009,0.676340482,0.690741519,0.699850854,0.703646085,0.702103239,0.69513654,0.682607324,0.664408522,0.640640697,0.611883173,0.579503802,0.554684632,0.546383721
66.5065451,0.551143311,0.558000998,0.579329988,0.608853326,0.63659628,0.660715689,0.680161561,0.694472277,0.703517404,0.707288883,0.705769342,0.698873299,0.686455452,0.668392353,0.644754374,0.616074469,0.583663202,0.558718555,0.550353614
66.7619676,0.554598339,0.561537551,0.583054193,0.612700094,0.640444467,0.664490047,0.683832829,0.698046607,0.707023974,0.710769945,0.709273154,0.702448537,0.690145016,0.672224415,0.648729176,0.62014809,0.58773516,0.562691959,0.55427252
66.9721168,0.55739909,0.564398447,0.586049141,0.615771453,0.643498362,0.667470806,0.686721476,0.700851623,0.709771298,0.713495268,0.712016641,0.705250773,0.693042497,0.675242803,0.651873015,0.62338759,0.590995104,0.565891181,0.557434308
67.2280886,0.560761754,0.567826652,0.589618213,0.61940719,0.647093161,0.670963801,0.690095037,0.704119645,0.712967288,0.716663514,0.715206376,0.708511822,0.696420402,0.678771311,0.655562212,0.627208069,0.594863614,0.569707823,0.561213482
67.4642353,0.56381631,0.570934264,0.592834466,0.622660242,0.650290412,0.674055733,0.693070491,0.706994663,0.715774442,0.719444297,0.718006372,0.711377228,0.699394112,0.681886638,0.658832603,0.63061282,0.598333969,0.573151049,0.564629842
67.6946578,0.566754163,0.573917523,0.595905614,0.625746694,0.653307736,0.676961276,0.695857601,0.70968158,0.718394204,0.722037786,0.72061807,0.71405227,0.702174939,0.684807428,0.661909818,0.63383162,0.601634197,0.576442141,0.56790124
67.9300571,0.569712269,0.576915745,0.598975926,0.628812851,0.656289467,0.679820557,0.698591678,0.712311486,0.720954792,0.724571098,0.723169449,0.716667775,0.704898378,0.687675205,0.664941866,0.637017918,0.604920116,0.579735417,0.571180739
68.1607788,0.572570449,0.579807506,0.601922318,0.631737577,0.659119461,0.68252359,0.701168623,0.714785008,0.723359928,0.726949194,0.725564755,0.719125278,0.707461302,0.690380437,0.667811623,0.640046944,0.608061108,0.5828985,0.574336037
68.4294256,0.575847717,0.583117032,0.605276524,0.635046131,0.662304124,0.685552795,0.704047504,0.71754224,0.726037214,0.729594728,0.728229725,0.721861774,0.710319859,0.693405283,0.671031633,0.643461281,0.61162212,0.586502542,0.577937739
68.6828223,0.578889763,0.58618312,0.608367262,0.638075298,0.66520443,0.688299975,0.706650101,0.720029285,0.728448755,0.731976161,0.73062892,0.724327485,0.712899823,0.69614225,0.673955466,0.646575966,0.61488961,0.589826345,0.581265519
68.8955723,0.58140839,0.588717567,0.610910577,0.64055465,0.667567869,0.690530853,0.708758029,0.722039886,0.730396046,0.733898131,0.732565402,0.726319075,0.714986555,0.698360613,0.676332202,0.64911758,0.617568862,0.59256332,0.584009991
69.1483941,0.58435894,0.591681801,0.613871601,0.643425631,0.670292459,0.693093594,0.711173105,0.724339119,0.732620247,0.736092241,0.734776286,0.728594528,0.717374033,0.700904086,0.679065297,0.652051622,0.620676952,0.595751971,0.587212362
69.3621158,0.586818806,0.594149329,0.616326029,0.645793557,0.672530438,0.695191827,0.713145613,0.726213764,0.734431743,0.737878352,0.736576207,0.730448251,0.719321507,0.702982851,0.681305084,0.654464661,0.62324467,0.598396661,0.589872266
69.6155126,0.589694197,0.597029245,0.619178382,0.648531511,0.675107424,0.697600001,0.715403893,0.728356232,0.73649975,0.739916361,0.738630156,0.732565034,0.721548237,0.705364402,0.683878141,0.657246734,0.626218561,0.601471936,0.592969743
69.8709351,0.592549379,0.599884485,0.621994097,0.651220619,0.677627941,0.699947703,0.717600022,0.730436073,0.738505083,0.741891617,0.740621035,0.734618215,0.723710871,0.707681968,0.686388914,0.659971228,0.629144176,0.604509418,0.596033644
70.0810843,0.594865767,0.602197601,0.624266109,0.653380341,0.679644515,0.701820338,0.71934774,0.732088543,0.74009671,0.743458641,0.742200587,0.736248231,0.725429862,0.709527488,0.688393343,0.662153493,0.631497371,0.606961615,0.598510514
70.3370561,0.59764913,0.604973364,0.626982561,0.65595149,0.682036852,0.704035785,0.721411076,0.73403652,0.741971194,0.745303363,0.744060196,0.738168367,0.727457047,0.711707524,0.690766545,0.664745057,0.634302634,0.609894785,0.601476875
70.5732028,0.600179688,0.607493483,0.629439265,0.658266253,0.684182653,0.706017103,0.723252246,0.735771978,0.743639488,0.746944419,0.745714633,0.739877719,0.729263836,0.713654013,0.692890695,0.667072085,0.636831758,0.612548683,0.604164328
70.8036253,0.602615586,0.609916304,0.631792965,0.660475044,0.68622349,0.707896608,0.724995348,0.737412667,0.74521526,0.748493831,0.747276794,0.741492632,0.730972603,0.715497818,0.694907153,0.669287393,0.639248097,0.615092276,0.606743088
71.0718496,0.605410099,0.612692197,0.634479953,0.662986039,0.688535612,0.710020176,0.726960717,0.739259802,0.746987624,0.750235796,0.749033233,0.743309455,0.732897151,0.717577911,0.697187181,0.671799655,0.641998565,0.61799715,0.609691704
71.3246713,0.608004427,0.615265846,0.636962121,0.665295834,0.69065513,0.71196151,0.72875365,0.740942314,0.748600462,0.751820275,0.75063101,0.744963159,0.734650898,0.719476602,0.699273142,0.674104919,0.644531884,0.620681578,0.612419891
71.5383931,0.610168602,0.617410418,0.639024215,0.667208004,0.692404759,0.713560408,0.730227739,0.742323864,0.749923725,0.753119791,0.751941523,0.746320233,0.736091437,0.721038392,0.700992234,0.676009416,0.646631287,0.622912331,0.614689312
71.7917898,0.612699912,0.619916022,0.641426105,0.669427384,0.694429604,0.715406532,0.731926711,0.743914102,0.751445593,0.754613778,0.753448266,0.747881332,0.737750175,0.722839346,0.702978422,0.678215303,0.649070546,0.625511396,0.617336139
72.0045398,0.61479746,0.621990163,0.643408842,0.671253547,0.696091303,0.716918364,0.733315757,0.745212689,0.752687386,0.755832392,0.754677369,0.749155398,0.739105152,0.724312444,0.704605906,0.680026906,0.65107952,0.627657401,0.619523625
72.2573616,0.617256868,0.624419636,0.645724712,0.673379579,0.69802069,0.718669967,0.734922393,0.746712832,0.754120767,0.757238504,0.75609569,0.750626354,0.740670994,0.726017117,0.706492643,0.68213193,0.653420605,0.630164546,0.622081642
72.5133333,0.619711748,0.626842141,0.648027424,0.675486641,0.69992775,0.720397568,0.73650433,0.748188058,0.755529184,0.758619611,0.757488897,0.752072019,0.742211386,0.727696398,0.708354649,0.684214137,0.655742963,0.632657967,0.624628055
72.7244801,0.621709938,0.628812111,0.649895102,0.677190483,0.70146604,0.721788293,0.737775762,0.749372309,0.756658919,0.759727044,0.758606118,0.753231892,0.74344839,0.7290467,0.70985443,0.685894868,0.657622517,0.634680702,0.626695572
72.9799026,0.624096206,0.631162641,0.652118298,0.67921311,0.703288029,0.72343248,0.739276713,0.750768799,0.757990155,0.761031567,0.759922266,0.754598929,0.744907572,0.730641448,0.71162847,0.687886804,0.659855438,0.637088833,0.629158962
73.2153018,0.626265292,0.633297293,0.654132265,0.68104009,0.704929843,0.724911165,0.740624445,0.752021227,0.759183108,0.762200155,0.761101364,0.755824257,0.746216713,0.732074089,0.713224845,0.689682954,0.661874002,0.639270666,0.631392713
73.4460236,0.62836413,0.635361138,0.656075109,0.682798034,0.706506263,0.726328459,0.74191438,0.753218633,0.760322817,0.763316214,0.762227548,0.756995159,0.747468774,0.733445894,0.714755725,0.691408578,0.663817663,0.641375703,0.633549428
73.6821703,0.630484688,0.637444684,0.658032231,0.684564443,0.708086953,0.727747107,0.743203694,0.754414132,0.761459861,0.76442928,0.763350805,0.758163598,0.748719293,0.734817659,0.71628886,0.693139886,0.665772033,0.643496448,0.6357238
73.9680671,0.633015484,0.639929209,0.660360626,0.686660344,0.709958308,0.729423473,0.744724858,0.755822892,0.762798631,0.765739319,0.764672961,0.7595397,0.750193488,0.736436914,0.718101533,0.695190834,0.668092637,0.646019771,0.638312899
74.1808171,0.634873568,0.641751939,0.662065277,0.688191107,0.71132232,0.730643271,0.745830134,0.756845334,0.763769522,0.766689035,0.765631548,0.760537921,0.751263837,0.73761402,0.7194212,0.69668659,0.669788606,0.647867281,0.640209862
74.4336388,0.637053504,0.643888883,0.66405992,0.689978257,0.712911758,0.732062336,0.74711418,0.758031824,0.764895325,0.767789895,0.766742792,0.761695719,0.752506408,0.73898216,0.720957234,0.69843049,0.671769833,0.650029244,0.642431108
74.6473606,0.638873518,0.645671847,0.665721211,0.691463678,0.714230541,0.733237975,0.748176576,0.759012469,0.765825133,0.768698794,0.767660347,0.762652194,0.753533793,0.740114643,0.722230386,0.699878148,0.673417459,0.651829985,0.644282299
74.9007573,0.641004103,0.647757693,0.667661243,0.693194718,0.715764641,0.734603412,0.749408796,0.760148597,0.766901518,0.769750593,0.768722269,0.763759762,0.754724565,0.741428795,0.723709835,0.701563036,0.675338595,0.653932972,0.646445469
75.1561798,0.643123011,0.649830755,0.669585955,0.69490853,0.717280753,0.735950694,0.750622922,0.76126674,0.767959998,0.770784501,0.769766238,0.764849229,0.755897002,0.742724312,0.725170378,0.703229034,0.677241649,0.656019427,0.64859288
